Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000195.71018,SP1000195.36.71018,SY1000195.2026.71018,iPad1(1000195),195,01.06.26 12:14,Prod,A1000195.6652,Tisch 19,112,S1000195.71018,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000195.71019,SP1000195.36.71019,SY1000195.2026.71019,iPad1(1000195),195,01.06.26 12:14,Prod,A1000195.6652,Tisch 19,112,S1000195.71019,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,113,Garnelen Box,Beilagen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000195.71020,SP1000195.36.71020,SY1000195.2026.71020,iPad1(1000195),195,01.06.26 16:00,Prod,A1000195.6653,Tisch 6,115,S1000195.71020,SALE,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000195.71021,SP1000195.36.71021,SY1000195.2026.71021,iPad1(1000195),195,01.06.26 19:20,Prod,A1000195.6654,Tisch 21,112,S1000195.71021,SALE,1,2.8,2.8,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,2.352941,0.447059,Normalverkauf
S1000195.71022,SP1000195.36.71022,SY1000195.2026.71022,iPad1(1000195),195,01.06.26 19:20,Prod,A1000195.6654,Tisch 21,112,S1000195.71022,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000195.71023,SP1000195.36.71023,SY1000195.2026.71023,iPad1(1000195),195,01.06.26 19:20,Prod,A1000195.6654,Tisch 21,112,S1000195.71023,SALE,2,7.9,15.8,0.0,0.0,0.0,0.0,106,Neptun-Ringe,Beilagen,,MwSt. 7%,1.07,14.766355,1.033645,Normalverkauf
S1000195.71024,SP1000195.36.71024,SY1000195.2026.71024,iPad1(1000195),195,01.06.26 17:27,Prod,A1000195.6655,Tisch 4,112,S1000195.71024,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,116,Vanillequark,Desserts,,MwSt. 7%,1.07,5.514019,0.385981,Normalverkauf
S1000195.71025,SP1000195.36.71025,SY1000195.2026.71025,iPad1(1000195),195,01.06.26 17:27,Prod,A1000195.6655,Tisch 4,112,S1000195.71025,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,109,Bismarck-Baguette,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000195.71026,SP1000195.36.71026,SY1000195.2026.71026,iPad1(1000195),195,01.06.26 19:05,Prod,A1000195.6656,Tisch 14,108,S1000195.71026,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000195.71027,SP1000195.36.71027,SY1000195.2026.71027,iPad1(1000195),195,01.06.26 19:05,Prod,A1000195.6656,Tisch 14,108,S1000195.71027,SALE,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000195.71028,SP1000195.36.71028,SY1000195.2026.71028,iPad1(1000195),195,01.06.26 19:05,Prod,A1000195.6656,Tisch 14,108,S1000195.71028,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,118,Schokokuchen,Desserts,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000195.71029,SP1000195.36.71029,SY1000195.2026.71029,iPad1(1000195),195,01.06.26 11:56,Prod,A1000195.6657,Tisch 4,109,S1000195.71029,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000195.71030,SP1000195.36.71030,SY1000195.2026.71030,iPad1(1000195),195,01.06.26 11:56,Prod,A1000195.6657,Tisch 4,109,S1000195.71030,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000195.71031,SP1000195.36.71031,SY1000195.2026.71031,iPad1(1000195),195,01.06.26 11:56,Prod,A1000195.6657,Tisch 4,109,S1000195.71031,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000195.71032,SP1000195.36.71032,SY1000195.2026.71032,iPad1(1000195),195,01.06.26 14:40,Prod,A1000195.6658,Tisch 3,112,S1000195.71032,VOID,2,3.9,7.8,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000195.71033,SP1000195.36.71033,SY1000195.2026.71033,iPad1(1000195),195,01.06.26 14:40,Prod,A1000195.6658,Tisch 3,112,S1000195.71033,VOID,1,5.9,5.9,0.0,0.0,0.0,0.0,117,Rote Grütze,Desserts,,MwSt. 7%,1.07,5.514019,0.385981,Normalverkauf
