Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000281.53456,SP1000281.13.53456,SY1000281.2026.53456,iPad1(1000281),281,01.06.26 19:06,Prod,A1000281.6617,Tisch 23,108,S1000281.53456,VOID,2,13.5,27.0,0.0,0.0,0.0,0.0,102,Matjes,Hauptspeisen,,MwSt. 7%,1.07,25.233645,1.766355,Normalverkauf
S1000281.53457,SP1000281.13.53457,SY1000281.2026.53457,iPad1(1000281),281,01.06.26 11:22,Prod,A1000281.6618,Tisch 23,112,S1000281.53457,SALE,2,11.9,23.8,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,22.242991,1.557009,Normalverkauf
S1000281.53458,SP1000281.13.53458,SY1000281.2026.53458,iPad1(1000281),281,01.06.26 11:22,Prod,A1000281.6618,Tisch 23,112,S1000281.53458,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000281.53459,SP1000281.13.53459,SY1000281.2026.53459,iPad1(1000281),281,01.06.26 11:22,Prod,A1000281.6618,Tisch 23,112,S1000281.53459,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000281.53460,SP1000281.13.53460,SY1000281.2026.53460,iPad1(1000281),281,01.06.26 11:15,Prod,A1000281.6619,Tisch 18,120,S1000281.53460,SALE,1,7.9,7.9,0.0,0.0,0.0,0.0,115,Tiramisu,Desserts,,MwSt. 7%,1.07,7.383178,0.516822,Normalverkauf
S1000281.53461,SP1000281.13.53461,SY1000281.2026.53461,iPad1(1000281),281,01.06.26 11:15,Prod,A1000281.6619,Tisch 18,120,S1000281.53461,SALE,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000281.53462,SP1000281.13.53462,SY1000281.2026.53462,iPad1(1000281),281,01.06.26 11:15,Prod,A1000281.6619,Tisch 18,120,S1000281.53462,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,116,Vanillequark,Desserts,,MwSt. 7%,1.07,11.028037,0.771963,Normalverkauf
S1000281.53463,SP1000281.13.53463,SY1000281.2026.53463,iPad1(1000281),281,01.06.26 20:58,Prod,A1000281.6620,Tisch 5,120,S1000281.53463,VOID,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000281.53464,SP1000281.13.53464,SY1000281.2026.53464,iPad1(1000281),281,01.06.26 20:58,Prod,A1000281.6620,Tisch 5,120,S1000281.53464,VOID,1,6.9,6.9,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,6.448598,0.451402,Normalverkauf
S1000281.53465,SP1000281.13.53465,SY1000281.2026.53465,iPad1(1000281),281,01.06.26 13:01,Prod,A1000281.6621,Tisch 15,110,S1000281.53465,SALE,2,9.8,19.6,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,18.317757,1.282243,Normalverkauf
S1000281.53466,SP1000281.13.53466,SY1000281.2026.53466,iPad1(1000281),281,01.06.26 13:01,Prod,A1000281.6621,Tisch 15,110,S1000281.53466,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,3.529412,0.670588,Normalverkauf
S1000281.53467,SP1000281.13.53467,SY1000281.2026.53467,iPad1(1000281),281,01.06.26 11:28,Prod,A1000281.6622,Tisch 17,110,S1000281.53467,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000281.53468,SP1000281.13.53468,SY1000281.2026.53468,iPad1(1000281),281,01.06.26 18:24,Prod,A1000281.6623,,120,S1000281.53468,SALE,2,6.5,13.0,0.0,0.0,0.0,0.0,118,Schokokuchen,Desserts,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
S1000281.53469,SP1000281.13.53469,SY1000281.2026.53469,iPad1(1000281),281,01.06.26 12:31,Prod,A1000281.6624,Tisch 3,114,S1000281.53469,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,113,Garnelen Box,Beilagen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000281.53470,SP1000281.13.53470,SY1000281.2026.53470,iPad1(1000281),281,01.06.26 15:31,Prod,A1000281.6625,Tisch 10,114,S1000281.53470,SALE,2,11.5,23.0,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,21.495327,1.504673,Normalverkauf
S1000281.53471,SP1000281.13.53471,SY1000281.2026.53471,iPad1(1000281),281,01.06.26 16:49,Prod,A1000281.6626,Tisch 24,112,S1000281.53471,SALE,2,3.2,6.4,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,5.378151,1.021849,Normalverkauf
S1000281.53472,SP1000281.13.53472,SY1000281.2026.53472,iPad1(1000281),281,01.06.26 16:49,Prod,A1000281.6626,Tisch 24,112,S1000281.53472,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000281.53473,SP1000281.13.53473,SY1000281.2026.53473,iPad1(1000281),281,01.06.26 16:42,Prod,A1000281.6627,Tisch 19,110,S1000281.53473,VOID,2,6.5,13.0,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
S1000281.53474,SP1000281.13.53474,SY1000281.2026.53474,iPad1(1000281),281,01.06.26 16:42,Prod,A1000281.6627,Tisch 19,110,S1000281.53474,VOID,1,2.8,2.8,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,2.352941,0.447059,Normalverkauf
S1000281.53475,SP1000281.13.53475,SY1000281.2026.53475,iPad1(1000281),281,01.06.26 18:08,Prod,A1000281.6628,Tisch 8,112,S1000281.53475,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000281.53476,SP1000281.13.53476,SY1000281.2026.53476,iPad1(1000281),281,01.06.26 18:08,Prod,A1000281.6628,Tisch 8,112,S1000281.53476,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,116,Vanillequark,Desserts,,MwSt. 7%,1.07,5.514019,0.385981,Normalverkauf
S1000281.53477,SP1000281.13.53477,SY1000281.2026.53477,iPad1(1000281),281,01.06.26 16:42,Prod,A1000281.6629,Tisch 13,108,S1000281.53477,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000281.53478,SP1000281.13.53478,SY1000281.2026.53478,iPad1(1000281),281,01.06.26 16:42,Prod,A1000281.6629,Tisch 13,108,S1000281.53478,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000281.53479,SP1000281.13.53479,SY1000281.2026.53479,iPad1(1000281),281,01.06.26 16:42,Prod,A1000281.6629,Tisch 13,108,S1000281.53479,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000281.53480,SP1000281.13.53480,SY1000281.2026.53480,iPad1(1000281),281,01.06.26 17:37,Prod,A1000281.6630,Tisch 6,112,S1000281.53480,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000281.53481,SP1000281.13.53481,SY1000281.2026.53481,iPad1(1000281),281,01.06.26 17:52,Prod,A1000281.6631,,108,S1000281.53481,SALE,1,9.8,9.8,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000281.53482,SP1000281.13.53482,SY1000281.2026.53482,iPad1(1000281),281,01.06.26 17:52,Prod,A1000281.6631,,108,S1000281.53482,SALE,1,2.8,2.8,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,2.352941,0.447059,Normalverkauf
S1000281.53483,SP1000281.13.53483,SY1000281.2026.53483,iPad1(1000281),281,01.06.26 17:52,Prod,A1000281.6631,,108,S1000281.53483,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000281.53484,SP1000281.13.53484,SY1000281.2026.53484,iPad1(1000281),281,01.06.26 11:21,Prod,A1000281.6632,Tisch 22,112,S1000281.53484,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,124,Cola Zero,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000281.53485,SP1000281.13.53485,SY1000281.2026.53485,iPad1(1000281),281,01.06.26 11:21,Prod,A1000281.6632,Tisch 22,112,S1000281.53485,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,9.915966,1.884034,Normalverkauf
S1000281.53486,SP1000281.13.53486,SY1000281.2026.53486,iPad1(1000281),281,01.06.26 11:21,Prod,A1000281.6632,Tisch 22,112,S1000281.53486,SALE,1,6.9,6.9,0.0,0.0,0.0,0.0,113,Garnelen Box,Beilagen,,MwSt. 7%,1.07,6.448598,0.451402,Normalverkauf
S1000281.53487,SP1000281.13.53487,SY1000281.2026.53487,iPad1(1000281),281,01.06.26 18:38,Prod,A1000281.6633,,112,S1000281.53487,SALE,1,4.9,4.9,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,4.579439,0.320561,Normalverkauf
S1000281.53488,SP1000281.13.53488,SY1000281.2026.53488,iPad1(1000281),281,01.06.26 18:38,Prod,A1000281.6633,,112,S1000281.53488,SALE,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000281.53489,SP1000281.13.53489,SY1000281.2026.53489,iPad1(1000281),281,01.06.26 11:50,Prod,A1000281.6634,,110,S1000281.53489,VOID,1,2.8,2.8,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,2.352941,0.447059,Normalverkauf
S1000281.53490,SP1000281.13.53490,SY1000281.2026.53490,iPad1(1000281),281,01.06.26 11:50,Prod,A1000281.6634,,110,S1000281.53490,VOID,1,11.9,11.9,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,11.121495,0.778505,Normalverkauf
S1000281.53491,SP1000281.13.53491,SY1000281.2026.53491,iPad1(1000281),281,01.06.26 15:06,Prod,A1000281.6635,Tisch 22,110,S1000281.53491,SALE,1,13.5,13.5,0.0,0.0,0.0,0.0,102,Matjes,Hauptspeisen,,MwSt. 7%,1.07,12.616822,0.883178,Normalverkauf
