Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000370.68952,SP1000370.35.68952,SY1000370.2026.68952,iPad1(1000370),370,01.06.26 15:35,Prod,A1000370.6180,Tisch 15,118,S1000370.68952,SALE,2,7.9,15.8,0.0,0.0,0.0,0.0,106,Neptun-Ringe,Beilagen,,MwSt. 7%,1.07,14.766355,1.033645,Normalverkauf
S1000370.68953,SP1000370.35.68953,SY1000370.2026.68953,iPad1(1000370),370,01.06.26 15:35,Prod,A1000370.6180,Tisch 15,118,S1000370.68953,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,117,Rote Grütze,Desserts,,MwSt. 7%,1.07,11.028037,0.771963,Normalverkauf
S1000370.68954,SP1000370.35.68954,SY1000370.2026.68954,iPad1(1000370),370,01.06.26 15:35,Prod,A1000370.6180,Tisch 15,118,S1000370.68954,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000370.68955,SP1000370.35.68955,SY1000370.2026.68955,iPad1(1000370),370,01.06.26 20:50,Prod,A1000370.6181,Tisch 15,115,S1000370.68955,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000370.68956,SP1000370.35.68956,SY1000370.2026.68956,iPad1(1000370),370,01.06.26 14:36,Prod,A1000370.6182,Tisch 5,115,S1000370.68956,SALE,2,7.9,15.8,0.0,0.0,0.0,0.0,106,Neptun-Ringe,Beilagen,,MwSt. 7%,1.07,14.766355,1.033645,Normalverkauf
S1000370.68957,SP1000370.35.68957,SY1000370.2026.68957,iPad1(1000370),370,01.06.26 14:36,Prod,A1000370.6182,Tisch 5,115,S1000370.68957,SALE,1,6.9,6.9,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,6.448598,0.451402,Normalverkauf
S1000370.68958,SP1000370.35.68958,SY1000370.2026.68958,iPad1(1000370),370,01.06.26 14:36,Prod,A1000370.6182,Tisch 5,115,S1000370.68958,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000370.68959,SP1000370.35.68959,SY1000370.2026.68959,iPad1(1000370),370,01.06.26 12:26,Prod,A1000370.6183,,112,S1000370.68959,VOID,1,11.9,11.9,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,11.121495,0.778505,Normalverkauf
S1000370.68960,SP1000370.35.68960,SY1000370.2026.68960,iPad1(1000370),370,01.06.26 12:26,Prod,A1000370.6183,,112,S1000370.68960,VOID,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000370.68961,SP1000370.35.68961,SY1000370.2026.68961,iPad1(1000370),370,01.06.26 19:33,Prod,A1000370.6184,Tisch 20,112,S1000370.68961,SALE,2,4.2,8.4,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,7.058824,1.341176,Normalverkauf
S1000370.68962,SP1000370.35.68962,SY1000370.2026.68962,iPad1(1000370),370,01.06.26 18:44,Prod,A1000370.6185,Tisch 3,120,S1000370.68962,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000370.68963,SP1000370.35.68963,SY1000370.2026.68963,iPad1(1000370),370,01.06.26 18:20,Prod,A1000370.6186,Tisch 24,120,S1000370.68963,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000370.68964,SP1000370.35.68964,SY1000370.2026.68964,iPad1(1000370),370,01.06.26 17:25,Prod,A1000370.6187,Tisch 1,115,S1000370.68964,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000370.68965,SP1000370.35.68965,SY1000370.2026.68965,iPad1(1000370),370,01.06.26 10:19,Prod,A1000370.6188,Tisch 14,120,S1000370.68965,SALE,2,11.5,23.0,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,21.495327,1.504673,Normalverkauf
S1000370.68966,SP1000370.35.68966,SY1000370.2026.68966,iPad1(1000370),370,01.06.26 10:19,Prod,A1000370.6188,Tisch 14,120,S1000370.68966,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000370.68967,SP1000370.35.68967,SY1000370.2026.68967,iPad1(1000370),370,01.06.26 13:33,Prod,A1000370.6189,Tisch 24,120,S1000370.68967,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,4.957983,0.942017,Normalverkauf
S1000370.68968,SP1000370.35.68968,SY1000370.2026.68968,iPad1(1000370),370,01.06.26 13:33,Prod,A1000370.6189,Tisch 24,120,S1000370.68968,SALE,2,11.9,23.8,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,22.242991,1.557009,Normalverkauf
S1000370.68969,SP1000370.35.68969,SY1000370.2026.68969,iPad1(1000370),370,01.06.26 19:08,Prod,A1000370.6190,Tisch 1,115,S1000370.68969,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
