Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000395.61904,SP1000395.20.61904,SY1000395.2026.61904,iPad1(1000395),395,01.06.26 16:33,Prod,A1000395.6713,Tisch 24,108,S1000395.61904,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000395.61905,SP1000395.20.61905,SY1000395.2026.61905,iPad1(1000395),395,01.06.26 16:33,Prod,A1000395.6713,Tisch 24,108,S1000395.61905,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000395.61906,SP1000395.20.61906,SY1000395.2026.61906,iPad1(1000395),395,01.06.26 16:33,Prod,A1000395.6713,Tisch 24,108,S1000395.61906,SALE,2,4.2,8.4,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,7.058824,1.341176,Normalverkauf
S1000395.61907,SP1000395.20.61907,SY1000395.2026.61907,iPad1(1000395),395,01.06.26 19:10,Prod,A1000395.6714,Tisch 13,112,S1000395.61907,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,113,Garnelen Box,Beilagen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000395.61908,SP1000395.20.61908,SY1000395.2026.61908,iPad1(1000395),395,01.06.26 10:30,Prod,A1000395.6715,Tisch 16,109,S1000395.61908,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000395.61909,SP1000395.20.61909,SY1000395.2026.61909,iPad1(1000395),395,01.06.26 19:13,Prod,A1000395.6716,Tisch 24,112,S1000395.61909,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000395.61910,SP1000395.20.61910,SY1000395.2026.61910,iPad1(1000395),395,01.06.26 19:13,Prod,A1000395.6716,Tisch 24,112,S1000395.61910,SALE,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000395.61911,SP1000395.20.61911,SY1000395.2026.61911,iPad1(1000395),395,01.06.26 11:29,Prod,A1000395.6717,Tisch 2,108,S1000395.61911,SALE,1,6.9,6.9,0.0,0.0,0.0,0.0,113,Garnelen Box,Beilagen,,MwSt. 7%,1.07,6.448598,0.451402,Normalverkauf
S1000395.61912,SP1000395.20.61912,SY1000395.2026.61912,iPad1(1000395),395,01.06.26 11:29,Prod,A1000395.6717,Tisch 2,108,S1000395.61912,SALE,1,4.9,4.9,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,4.579439,0.320561,Normalverkauf
S1000395.61913,SP1000395.20.61913,SY1000395.2026.61913,iPad1(1000395),395,01.06.26 12:47,Prod,A1000395.6718,Tisch 14,109,S1000395.61913,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
