Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000030.83690,SP1000030.8.83690,SY1000030.2026.83690,iPad1(1000030),30,01.06.26 17:32,Prod,A1000030.6068,Tisch 2,101,S1000030.83690,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,3.529412,0.670588,Normalverkauf
S1000030.83691,SP1000030.8.83691,SY1000030.2026.83691,iPad1(1000030),30,01.06.26 17:32,Prod,A1000030.6068,Tisch 2,101,S1000030.83691,SALE,1,7.9,7.9,0.0,0.0,0.0,0.0,106,Neptun-Ringe,Beilagen,,MwSt. 7%,1.07,7.383178,0.516822,Normalverkauf
S1000030.83692,SP1000030.8.83692,SY1000030.2026.83692,iPad1(1000030),30,01.06.26 17:32,Prod,A1000030.6068,Tisch 2,101,S1000030.83692,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000030.83693,SP1000030.8.83693,SY1000030.2026.83693,iPad1(1000030),30,01.06.26 14:04,Prod,A1000030.6069,Tisch 13,106,S1000030.83693,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,124,Cola Zero,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000030.83694,SP1000030.8.83694,SY1000030.2026.83694,iPad1(1000030),30,01.06.26 12:41,Prod,A1000030.6070,Tisch 16,107,S1000030.83694,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,116,Vanillequark,Desserts,,MwSt. 7%,1.07,5.514019,0.385981,Normalverkauf
S1000030.83695,SP1000030.8.83695,SY1000030.2026.83695,iPad1(1000030),30,01.06.26 12:41,Prod,A1000030.6070,Tisch 16,107,S1000030.83695,SALE,1,4.9,4.9,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,4.579439,0.320561,Normalverkauf
S1000030.83696,SP1000030.8.83696,SY1000030.2026.83696,iPad1(1000030),30,01.06.26 13:53,Prod,A1000030.6071,Tisch 11,109,S1000030.83696,SALE,1,2.8,2.8,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,2.352941,0.447059,Normalverkauf
S1000030.83697,SP1000030.8.83697,SY1000030.2026.83697,iPad1(1000030),30,01.06.26 13:53,Prod,A1000030.6071,Tisch 11,109,S1000030.83697,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000030.83698,SP1000030.8.83698,SY1000030.2026.83698,iPad1(1000030),30,01.06.26 13:53,Prod,A1000030.6071,Tisch 11,109,S1000030.83698,SALE,2,3.2,6.4,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,5.378151,1.021849,Normalverkauf
S1000030.83699,SP1000030.8.83699,SY1000030.2026.83699,iPad1(1000030),30,01.06.26 15:37,Prod,A1000030.6072,Tisch 7,101,S1000030.83699,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000030.83700,SP1000030.8.83700,SY1000030.2026.83700,iPad1(1000030),30,01.06.26 15:37,Prod,A1000030.6072,Tisch 7,101,S1000030.83700,SALE,2,11.9,23.8,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,22.242991,1.557009,Normalverkauf
S1000030.83701,SP1000030.8.83701,SY1000030.2026.83701,iPad1(1000030),30,01.06.26 18:20,Prod,A1000030.6073,Tisch 12,101,S1000030.83701,SALE,1,11.9,11.9,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,11.121495,0.778505,Normalverkauf
S1000030.83702,SP1000030.8.83702,SY1000030.2026.83702,iPad1(1000030),30,01.06.26 18:20,Prod,A1000030.6073,Tisch 12,101,S1000030.83702,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
