Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000138.60730,SP1000138.25.60730,SY1000138.2026.60730,iPad1(1000138),138,01.06.26 10:45,Prod,A1000138.6465,Tisch 7,101,S1000138.60730,SALE,1,13.5,13.5,0.0,0.0,0.0,0.0,102,Matjes,Hauptspeisen,,MwSt. 7%,1.07,12.616822,0.883178,Normalverkauf
S1000138.60731,SP1000138.25.60731,SY1000138.2026.60731,iPad1(1000138),138,01.06.26 10:45,Prod,A1000138.6465,Tisch 7,101,S1000138.60731,SALE,1,14.5,14.5,0.0,0.0,0.0,0.0,101,Lachs,Hauptspeisen,,MwSt. 7%,1.07,13.551402,0.948598,Normalverkauf
S1000138.60732,SP1000138.25.60732,SY1000138.2026.60732,iPad1(1000138),138,01.06.26 10:24,Prod,A1000138.6466,Tisch 7,101,S1000138.60732,SALE,1,11.5,11.5,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,10.747664,0.752336,Normalverkauf
S1000138.60733,SP1000138.25.60733,SY1000138.2026.60733,iPad1(1000138),138,01.06.26 10:24,Prod,A1000138.6466,Tisch 7,101,S1000138.60733,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,4.957983,0.942017,Normalverkauf
S1000138.60734,SP1000138.25.60734,SY1000138.2026.60734,iPad1(1000138),138,01.06.26 13:22,Prod,A1000138.6467,Tisch 12,105,S1000138.60734,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000138.60735,SP1000138.25.60735,SY1000138.2026.60735,iPad1(1000138),138,01.06.26 15:16,Prod,A1000138.6468,Tisch 2,105,S1000138.60735,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000138.60736,SP1000138.25.60736,SY1000138.2026.60736,iPad1(1000138),138,01.06.26 15:16,Prod,A1000138.6468,Tisch 2,105,S1000138.60736,SALE,2,11.9,23.8,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,22.242991,1.557009,Normalverkauf
S1000138.60737,SP1000138.25.60737,SY1000138.2026.60737,iPad1(1000138),138,01.06.26 15:16,Prod,A1000138.6468,Tisch 2,105,S1000138.60737,SALE,1,9.8,9.8,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000138.60738,SP1000138.25.60738,SY1000138.2026.60738,iPad1(1000138),138,01.06.26 16:44,Prod,A1000138.6469,Tisch 18,105,S1000138.60738,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000138.60739,SP1000138.25.60739,SY1000138.2026.60739,iPad1(1000138),138,01.06.26 16:44,Prod,A1000138.6469,Tisch 18,105,S1000138.60739,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000138.60740,SP1000138.25.60740,SY1000138.2026.60740,iPad1(1000138),138,01.06.26 15:55,Prod,A1000138.6470,Tisch 14,113,S1000138.60740,VOID,1,10.9,10.9,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000138.60741,SP1000138.25.60741,SY1000138.2026.60741,iPad1(1000138),138,01.06.26 15:55,Prod,A1000138.6470,Tisch 14,113,S1000138.60741,VOID,2,4.9,9.8,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000138.60742,SP1000138.25.60742,SY1000138.2026.60742,iPad1(1000138),138,01.06.26 15:55,Prod,A1000138.6470,Tisch 14,113,S1000138.60742,VOID,1,5.9,5.9,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,4.957983,0.942017,Normalverkauf
S1000138.60743,SP1000138.25.60743,SY1000138.2026.60743,iPad1(1000138),138,01.06.26 17:00,Prod,A1000138.6471,Tisch 4,105,S1000138.60743,SALE,1,14.5,14.5,0.0,0.0,0.0,0.0,101,Lachs,Hauptspeisen,,MwSt. 7%,1.07,13.551402,0.948598,Normalverkauf
S1000138.60744,SP1000138.25.60744,SY1000138.2026.60744,iPad1(1000138),138,01.06.26 17:00,Prod,A1000138.6471,Tisch 4,105,S1000138.60744,SALE,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000138.60745,SP1000138.25.60745,SY1000138.2026.60745,iPad1(1000138),138,01.06.26 17:00,Prod,A1000138.6471,Tisch 4,105,S1000138.60745,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,4.957983,0.942017,Normalverkauf
S1000138.60746,SP1000138.25.60746,SY1000138.2026.60746,iPad1(1000138),138,01.06.26 18:04,Prod,A1000138.6472,Tisch 8,101,S1000138.60746,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000138.60747,SP1000138.25.60747,SY1000138.2026.60747,iPad1(1000138),138,01.06.26 18:04,Prod,A1000138.6472,Tisch 8,101,S1000138.60747,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000138.60748,SP1000138.25.60748,SY1000138.2026.60748,iPad1(1000138),138,01.06.26 18:04,Prod,A1000138.6472,Tisch 8,101,S1000138.60748,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,113,Garnelen Box,Beilagen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
