Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000118.29384,SP1000118.43.29384,SY1000118.2026.29384,iPad1(1000118),118,01.06.26 17:48,Prod,A1000118.6290,Tisch 4,115,S1000118.29384,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000118.29385,SP1000118.43.29385,SY1000118.2026.29385,iPad1(1000118),118,01.06.26 17:48,Prod,A1000118.6290,Tisch 4,115,S1000118.29385,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,124,Cola Zero,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000118.29386,SP1000118.43.29386,SY1000118.2026.29386,iPad1(1000118),118,01.06.26 19:13,Prod,A1000118.6291,Tisch 1,104,S1000118.29386,VOID,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000118.29387,SP1000118.43.29387,SY1000118.2026.29387,iPad1(1000118),118,01.06.26 19:13,Prod,A1000118.6291,Tisch 1,104,S1000118.29387,VOID,2,5.9,11.8,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,9.915966,1.884034,Normalverkauf
S1000118.29388,SP1000118.43.29388,SY1000118.2026.29388,iPad1(1000118),118,01.06.26 19:13,Prod,A1000118.6291,Tisch 1,104,S1000118.29388,VOID,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000118.29389,SP1000118.43.29389,SY1000118.2026.29389,iPad1(1000118),118,01.06.26 19:37,Prod,A1000118.6292,Tisch 21,118,S1000118.29389,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000118.29390,SP1000118.43.29390,SY1000118.2026.29390,iPad1(1000118),118,01.06.26 11:57,Prod,A1000118.6293,Tisch 22,112,S1000118.29390,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,123,Inger-Limonade,Getränke,,MwSt. 19%,1.19,9.915966,1.884034,Normalverkauf
S1000118.29391,SP1000118.43.29391,SY1000118.2026.29391,iPad1(1000118),118,01.06.26 18:36,Prod,A1000118.6294,Tisch 16,106,S1000118.29391,SALE,2,11.5,23.0,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,21.495327,1.504673,Normalverkauf
S1000118.29392,SP1000118.43.29392,SY1000118.2026.29392,iPad1(1000118),118,01.06.26 13:21,Prod,A1000118.6295,Tisch 4,112,S1000118.29392,VOID,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000118.29393,SP1000118.43.29393,SY1000118.2026.29393,iPad1(1000118),118,01.06.26 13:21,Prod,A1000118.6295,Tisch 4,112,S1000118.29393,VOID,1,5.9,5.9,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,4.957983,0.942017,Normalverkauf
S1000118.29394,SP1000118.43.29394,SY1000118.2026.29394,iPad1(1000118),118,01.06.26 12:05,Prod,A1000118.6296,Tisch 9,115,S1000118.29394,SALE,2,11.5,23.0,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,21.495327,1.504673,Normalverkauf
S1000118.29395,SP1000118.43.29395,SY1000118.2026.29395,iPad1(1000118),118,01.06.26 12:05,Prod,A1000118.6296,Tisch 9,115,S1000118.29395,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000118.29396,SP1000118.43.29396,SY1000118.2026.29396,iPad1(1000118),118,01.06.26 17:06,Prod,A1000118.6297,Tisch 5,104,S1000118.29396,SALE,1,14.5,14.5,0.0,0.0,0.0,0.0,101,Lachs,Hauptspeisen,,MwSt. 7%,1.07,13.551402,0.948598,Normalverkauf
S1000118.29397,SP1000118.43.29397,SY1000118.2026.29397,iPad1(1000118),118,01.06.26 17:06,Prod,A1000118.6297,Tisch 5,104,S1000118.29397,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,123,Inger-Limonade,Getränke,,MwSt. 19%,1.19,9.915966,1.884034,Normalverkauf
S1000118.29398,SP1000118.43.29398,SY1000118.2026.29398,iPad1(1000118),118,01.06.26 17:06,Prod,A1000118.6297,Tisch 5,104,S1000118.29398,SALE,1,4.9,4.9,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,4.579439,0.320561,Normalverkauf
S1000118.29399,SP1000118.43.29399,SY1000118.2026.29399,iPad1(1000118),118,01.06.26 18:38,Prod,A1000118.6298,,114,S1000118.29399,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000118.29400,SP1000118.43.29400,SY1000118.2026.29400,iPad1(1000118),118,01.06.26 18:38,Prod,A1000118.6298,,114,S1000118.29400,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000118.29401,SP1000118.43.29401,SY1000118.2026.29401,iPad1(1000118),118,01.06.26 17:50,Prod,A1000118.6299,Tisch 1,118,S1000118.29401,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,118,Schokokuchen,Desserts,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000118.29402,SP1000118.43.29402,SY1000118.2026.29402,iPad1(1000118),118,01.06.26 17:50,Prod,A1000118.6299,Tisch 1,118,S1000118.29402,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000118.29403,SP1000118.43.29403,SY1000118.2026.29403,iPad1(1000118),118,01.06.26 20:01,Prod,A1000118.6300,Tisch 18,114,S1000118.29403,SALE,1,7.9,7.9,0.0,0.0,0.0,0.0,106,Neptun-Ringe,Beilagen,,MwSt. 7%,1.07,7.383178,0.516822,Normalverkauf
S1000118.29404,SP1000118.43.29404,SY1000118.2026.29404,iPad1(1000118),118,01.06.26 20:01,Prod,A1000118.6300,Tisch 18,114,S1000118.29404,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000118.29405,SP1000118.43.29405,SY1000118.2026.29405,iPad1(1000118),118,01.06.26 10:49,Prod,A1000118.6301,Tisch 4,106,S1000118.29405,SALE,1,9.8,9.8,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000118.29406,SP1000118.43.29406,SY1000118.2026.29406,iPad1(1000118),118,01.06.26 19:52,Prod,A1000118.6302,Tisch 12,104,S1000118.29406,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000118.29407,SP1000118.43.29407,SY1000118.2026.29407,iPad1(1000118),118,01.06.26 19:52,Prod,A1000118.6302,Tisch 12,104,S1000118.29407,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,118,Schokokuchen,Desserts,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000118.29408,SP1000118.43.29408,SY1000118.2026.29408,iPad1(1000118),118,01.06.26 19:02,Prod,A1000118.6303,Tisch 18,118,S1000118.29408,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000118.29409,SP1000118.43.29409,SY1000118.2026.29409,iPad1(1000118),118,01.06.26 19:02,Prod,A1000118.6303,Tisch 18,118,S1000118.29409,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000118.29410,SP1000118.43.29410,SY1000118.2026.29410,iPad1(1000118),118,01.06.26 20:54,Prod,A1000118.6304,Tisch 16,106,S1000118.29410,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000118.29411,SP1000118.43.29411,SY1000118.2026.29411,iPad1(1000118),118,01.06.26 20:54,Prod,A1000118.6304,Tisch 16,106,S1000118.29411,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000118.29412,SP1000118.43.29412,SY1000118.2026.29412,iPad1(1000118),118,01.06.26 20:46,Prod,A1000118.6305,Tisch 6,101,S1000118.29412,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000118.29413,SP1000118.43.29413,SY1000118.2026.29413,iPad1(1000118),118,01.06.26 15:16,Prod,A1000118.6306,,118,S1000118.29413,SALE,2,4.9,9.8,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000118.29414,SP1000118.43.29414,SY1000118.2026.29414,iPad1(1000118),118,01.06.26 10:14,Prod,A1000118.6307,Tisch 23,115,S1000118.29414,SALE,1,11.5,11.5,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,10.747664,0.752336,Normalverkauf
S1000118.29415,SP1000118.43.29415,SY1000118.2026.29415,iPad1(1000118),118,01.06.26 10:14,Prod,A1000118.6307,Tisch 23,115,S1000118.29415,SALE,1,2.8,2.8,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,2.352941,0.447059,Normalverkauf
S1000118.29416,SP1000118.43.29416,SY1000118.2026.29416,iPad1(1000118),118,01.06.26 18:06,Prod,A1000118.6308,Tisch 6,115,S1000118.29416,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000118.29417,SP1000118.43.29417,SY1000118.2026.29417,iPad1(1000118),118,01.06.26 12:19,Prod,A1000118.6309,Tisch 1,114,S1000118.29417,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000118.29418,SP1000118.43.29418,SY1000118.2026.29418,iPad1(1000118),118,01.06.26 18:09,Prod,A1000118.6310,Tisch 18,114,S1000118.29418,SALE,2,6.5,13.0,0.0,0.0,0.0,0.0,118,Schokokuchen,Desserts,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
S1000118.29419,SP1000118.43.29419,SY1000118.2026.29419,iPad1(1000118),118,01.06.26 18:09,Prod,A1000118.6310,Tisch 18,114,S1000118.29419,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000118.29420,SP1000118.43.29420,SY1000118.2026.29420,iPad1(1000118),118,01.06.26 16:37,Prod,A1000118.6311,Tisch 19,104,S1000118.29420,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000118.29421,SP1000118.43.29421,SY1000118.2026.29421,iPad1(1000118),118,01.06.26 16:37,Prod,A1000118.6311,Tisch 19,104,S1000118.29421,SALE,2,3.2,6.4,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,5.378151,1.021849,Normalverkauf
S1000118.29422,SP1000118.43.29422,SY1000118.2026.29422,iPad1(1000118),118,01.06.26 19:30,Prod,A1000118.6312,Tisch 13,112,S1000118.29422,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000118.29423,SP1000118.43.29423,SY1000118.2026.29423,iPad1(1000118),118,01.06.26 19:30,Prod,A1000118.6312,Tisch 13,112,S1000118.29423,SALE,2,4.2,8.4,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,7.058824,1.341176,Normalverkauf
