Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000054.26212,SP1000054.5.26212,SY1000054.2026.26212,iPad1(1000054),54,01.06.26 18:04,Prod,A1000054.6128,Tisch 16,103,S1000054.26212,SALE,1,4.9,4.9,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,4.579439,0.320561,Normalverkauf
S1000054.26213,SP1000054.5.26213,SY1000054.2026.26213,iPad1(1000054),54,01.06.26 18:04,Prod,A1000054.6128,Tisch 16,103,S1000054.26213,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,117,Rote Grütze,Desserts,,MwSt. 7%,1.07,11.028037,0.771963,Normalverkauf
S1000054.26214,SP1000054.5.26214,SY1000054.2026.26214,iPad1(1000054),54,01.06.26 11:28,Prod,A1000054.6129,Tisch 22,118,S1000054.26214,SALE,2,7.9,15.8,0.0,0.0,0.0,0.0,106,Neptun-Ringe,Beilagen,,MwSt. 7%,1.07,14.766355,1.033645,Normalverkauf
S1000054.26215,SP1000054.5.26215,SY1000054.2026.26215,iPad1(1000054),54,01.06.26 11:28,Prod,A1000054.6129,Tisch 22,118,S1000054.26215,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,109,Bismarck-Baguette,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000054.26216,SP1000054.5.26216,SY1000054.2026.26216,iPad1(1000054),54,01.06.26 12:14,Prod,A1000054.6130,Tisch 7,114,S1000054.26216,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000054.26217,SP1000054.5.26217,SY1000054.2026.26217,iPad1(1000054),54,01.06.26 12:14,Prod,A1000054.6130,Tisch 7,114,S1000054.26217,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000054.26218,SP1000054.5.26218,SY1000054.2026.26218,iPad1(1000054),54,01.06.26 19:50,Prod,A1000054.6131,Tisch 6,118,S1000054.26218,SALE,2,13.5,27.0,0.0,0.0,0.0,0.0,102,Matjes,Hauptspeisen,,MwSt. 7%,1.07,25.233645,1.766355,Normalverkauf
S1000054.26219,SP1000054.5.26219,SY1000054.2026.26219,iPad1(1000054),54,01.06.26 19:50,Prod,A1000054.6131,Tisch 6,118,S1000054.26219,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,127,Alkoholfreies Bier,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000054.26220,SP1000054.5.26220,SY1000054.2026.26220,iPad1(1000054),54,01.06.26 17:10,Prod,A1000054.6132,Tisch 1,109,S1000054.26220,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,123,Inger-Limonade,Getränke,,MwSt. 19%,1.19,4.957983,0.942017,Normalverkauf
S1000054.26221,SP1000054.5.26221,SY1000054.2026.26221,iPad1(1000054),54,01.06.26 17:10,Prod,A1000054.6132,Tisch 1,109,S1000054.26221,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000054.26222,SP1000054.5.26222,SY1000054.2026.26222,iPad1(1000054),54,01.06.26 17:20,Prod,A1000054.6133,Tisch 12,103,S1000054.26222,SALE,2,4.2,8.4,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,7.058824,1.341176,Normalverkauf
S1000054.26223,SP1000054.5.26223,SY1000054.2026.26223,iPad1(1000054),54,01.06.26 17:20,Prod,A1000054.6133,Tisch 12,103,S1000054.26223,SALE,1,13.5,13.5,0.0,0.0,0.0,0.0,102,Matjes,Hauptspeisen,,MwSt. 7%,1.07,12.616822,0.883178,Normalverkauf
S1000054.26224,SP1000054.5.26224,SY1000054.2026.26224,iPad1(1000054),54,01.06.26 17:20,Prod,A1000054.6133,Tisch 12,103,S1000054.26224,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000054.26225,SP1000054.5.26225,SY1000054.2026.26225,iPad1(1000054),54,01.06.26 10:20,Prod,A1000054.6134,Tisch 20,114,S1000054.26225,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000054.26226,SP1000054.5.26226,SY1000054.2026.26226,iPad1(1000054),54,01.06.26 10:20,Prod,A1000054.6134,Tisch 20,114,S1000054.26226,SALE,2,3.2,6.4,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,5.378151,1.021849,Normalverkauf
S1000054.26227,SP1000054.5.26227,SY1000054.2026.26227,iPad1(1000054),54,01.06.26 10:20,Prod,A1000054.6134,Tisch 20,114,S1000054.26227,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
