Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000099.32647,SP1000099.36.32647,SY1000099.2026.32647,iPad1(1000099),99,01.06.26 16:49,Prod,A1000099.6904,Tisch 9,113,S1000099.32647,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000099.32648,SP1000099.36.32648,SY1000099.2026.32648,iPad1(1000099),99,01.06.26 16:49,Prod,A1000099.6904,Tisch 9,113,S1000099.32648,SALE,2,3.2,6.4,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,5.378151,1.021849,Normalverkauf
S1000099.32649,SP1000099.36.32649,SY1000099.2026.32649,iPad1(1000099),99,01.06.26 16:49,Prod,A1000099.6904,Tisch 9,113,S1000099.32649,SALE,2,6.5,13.0,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
S1000099.32650,SP1000099.36.32650,SY1000099.2026.32650,iPad1(1000099),99,01.06.26 19:12,Prod,A1000099.6905,Tisch 8,114,S1000099.32650,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,117,Rote Grütze,Desserts,,MwSt. 7%,1.07,11.028037,0.771963,Normalverkauf
S1000099.32651,SP1000099.36.32651,SY1000099.2026.32651,iPad1(1000099),99,01.06.26 19:48,Prod,A1000099.6906,Tisch 17,113,S1000099.32651,SALE,2,3.2,6.4,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,5.378151,1.021849,Normalverkauf
S1000099.32652,SP1000099.36.32652,SY1000099.2026.32652,iPad1(1000099),99,01.06.26 19:48,Prod,A1000099.6906,Tisch 17,113,S1000099.32652,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,124,Cola Zero,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000099.32653,SP1000099.36.32653,SY1000099.2026.32653,iPad1(1000099),99,01.06.26 19:48,Prod,A1000099.6906,Tisch 17,113,S1000099.32653,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000099.32654,SP1000099.36.32654,SY1000099.2026.32654,iPad1(1000099),99,01.06.26 19:48,Prod,A1000099.6907,Tisch 16,105,S1000099.32654,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000099.32655,SP1000099.36.32655,SY1000099.2026.32655,iPad1(1000099),99,01.06.26 18:39,Prod,A1000099.6908,Tisch 16,113,S1000099.32655,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000099.32656,SP1000099.36.32656,SY1000099.2026.32656,iPad1(1000099),99,01.06.26 10:33,Prod,A1000099.6909,Tisch 21,105,S1000099.32656,VOID,2,6.9,13.8,0.0,0.0,0.0,0.0,113,Garnelen Box,Beilagen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
