Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000393.78003,SP1000393.7.78003,SY1000393.2026.78003,iPad1(1000393),393,01.06.26 19:32,Prod,A1000393.6961,Tisch 20,112,S1000393.78003,VOID,2,11.5,23.0,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,21.495327,1.504673,Normalverkauf
S1000393.78004,SP1000393.7.78004,SY1000393.2026.78004,iPad1(1000393),393,01.06.26 19:32,Prod,A1000393.6961,Tisch 20,112,S1000393.78004,VOID,1,2.8,2.8,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,2.352941,0.447059,Normalverkauf
S1000393.78005,SP1000393.7.78005,SY1000393.2026.78005,iPad1(1000393),393,01.06.26 19:32,Prod,A1000393.6961,Tisch 20,112,S1000393.78005,VOID,2,6.9,13.8,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000393.78006,SP1000393.7.78006,SY1000393.2026.78006,iPad1(1000393),393,01.06.26 11:30,Prod,A1000393.6962,Tisch 19,106,S1000393.78006,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000393.78007,SP1000393.7.78007,SY1000393.2026.78007,iPad1(1000393),393,01.06.26 18:46,Prod,A1000393.6963,,104,S1000393.78007,SALE,2,14.5,29.0,0.0,0.0,0.0,0.0,101,Lachs,Hauptspeisen,,MwSt. 7%,1.07,27.102804,1.897196,Normalverkauf
S1000393.78008,SP1000393.7.78008,SY1000393.2026.78008,iPad1(1000393),393,01.06.26 18:46,Prod,A1000393.6963,,104,S1000393.78008,SALE,1,13.5,13.5,0.0,0.0,0.0,0.0,102,Matjes,Hauptspeisen,,MwSt. 7%,1.07,12.616822,0.883178,Normalverkauf
S1000393.78009,SP1000393.7.78009,SY1000393.2026.78009,iPad1(1000393),393,01.06.26 18:46,Prod,A1000393.6963,,104,S1000393.78009,SALE,1,4.9,4.9,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,4.579439,0.320561,Normalverkauf
S1000393.78010,SP1000393.7.78010,SY1000393.2026.78010,iPad1(1000393),393,01.06.26 13:52,Prod,A1000393.6964,Tisch 14,113,S1000393.78010,SALE,2,13.5,27.0,0.0,0.0,0.0,0.0,102,Matjes,Hauptspeisen,,MwSt. 7%,1.07,25.233645,1.766355,Normalverkauf
S1000393.78011,SP1000393.7.78011,SY1000393.2026.78011,iPad1(1000393),393,01.06.26 13:52,Prod,A1000393.6964,Tisch 14,113,S1000393.78011,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000393.78012,SP1000393.7.78012,SY1000393.2026.78012,iPad1(1000393),393,01.06.26 13:52,Prod,A1000393.6964,Tisch 14,113,S1000393.78012,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000393.78013,SP1000393.7.78013,SY1000393.2026.78013,iPad1(1000393),393,01.06.26 11:00,Prod,A1000393.6965,,103,S1000393.78013,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000393.78014,SP1000393.7.78014,SY1000393.2026.78014,iPad1(1000393),393,01.06.26 11:52,Prod,A1000393.6966,Tisch 20,103,S1000393.78014,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,9.915966,1.884034,Normalverkauf
