Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000364.39983,SP1000364.1.39983,SY1000364.2026.39983,iPad1(1000364),364,01.06.26 15:15,Prod,A1000364.6885,,109,S1000364.39983,SALE,2,4.2,8.4,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,7.058824,1.341176,Normalverkauf
S1000364.39984,SP1000364.1.39984,SY1000364.2026.39984,iPad1(1000364),364,01.06.26 15:15,Prod,A1000364.6885,,109,S1000364.39984,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,123,Inger-Limonade,Getränke,,MwSt. 19%,1.19,9.915966,1.884034,Normalverkauf
S1000364.39985,SP1000364.1.39985,SY1000364.2026.39985,iPad1(1000364),364,01.06.26 13:05,Prod,A1000364.6886,Tisch 22,108,S1000364.39985,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000364.39986,SP1000364.1.39986,SY1000364.2026.39986,iPad1(1000364),364,01.06.26 13:05,Prod,A1000364.6886,Tisch 22,108,S1000364.39986,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,113,Garnelen Box,Beilagen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000364.39987,SP1000364.1.39987,SY1000364.2026.39987,iPad1(1000364),364,01.06.26 13:05,Prod,A1000364.6886,Tisch 22,108,S1000364.39987,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000364.39988,SP1000364.1.39988,SY1000364.2026.39988,iPad1(1000364),364,01.06.26 17:25,Prod,A1000364.6887,Tisch 7,118,S1000364.39988,VOID,1,6.5,6.5,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000364.39989,SP1000364.1.39989,SY1000364.2026.39989,iPad1(1000364),364,01.06.26 17:14,Prod,A1000364.6888,Tisch 6,104,S1000364.39989,SALE,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000364.39990,SP1000364.1.39990,SY1000364.2026.39990,iPad1(1000364),364,01.06.26 19:04,Prod,A1000364.6889,Tisch 10,108,S1000364.39990,SALE,1,11.9,11.9,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,11.121495,0.778505,Normalverkauf
S1000364.39991,SP1000364.1.39991,SY1000364.2026.39991,iPad1(1000364),364,01.06.26 19:04,Prod,A1000364.6889,Tisch 10,108,S1000364.39991,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000364.39992,SP1000364.1.39992,SY1000364.2026.39992,iPad1(1000364),364,01.06.26 19:39,Prod,A1000364.6890,Tisch 4,118,S1000364.39992,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,124,Cola Zero,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000364.39993,SP1000364.1.39993,SY1000364.2026.39993,iPad1(1000364),364,01.06.26 18:08,Prod,A1000364.6891,Tisch 4,108,S1000364.39993,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000364.39994,SP1000364.1.39994,SY1000364.2026.39994,iPad1(1000364),364,01.06.26 18:08,Prod,A1000364.6891,Tisch 4,108,S1000364.39994,SALE,1,14.5,14.5,0.0,0.0,0.0,0.0,101,Lachs,Hauptspeisen,,MwSt. 7%,1.07,13.551402,0.948598,Normalverkauf
S1000364.39995,SP1000364.1.39995,SY1000364.2026.39995,iPad1(1000364),364,01.06.26 18:08,Prod,A1000364.6891,Tisch 4,108,S1000364.39995,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,109,Bismarck-Baguette,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000364.39996,SP1000364.1.39996,SY1000364.2026.39996,iPad1(1000364),364,01.06.26 19:19,Prod,A1000364.6892,Tisch 2,118,S1000364.39996,SALE,2,4.2,8.4,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,7.058824,1.341176,Normalverkauf
S1000364.39997,SP1000364.1.39997,SY1000364.2026.39997,iPad1(1000364),364,01.06.26 19:19,Prod,A1000364.6892,Tisch 2,118,S1000364.39997,SALE,2,11.9,23.8,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,22.242991,1.557009,Normalverkauf
S1000364.39998,SP1000364.1.39998,SY1000364.2026.39998,iPad1(1000364),364,01.06.26 17:44,Prod,A1000364.6893,Tisch 19,108,S1000364.39998,SALE,2,4.9,9.8,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000364.39999,SP1000364.1.39999,SY1000364.2026.39999,iPad1(1000364),364,01.06.26 17:44,Prod,A1000364.6893,Tisch 19,108,S1000364.39999,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000364.40000,SP1000364.1.40000,SY1000364.2026.40000,iPad1(1000364),364,01.06.26 17:29,Prod,A1000364.6894,Tisch 18,119,S1000364.40000,SALE,2,6.5,13.0,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
S1000364.40001,SP1000364.1.40001,SY1000364.2026.40001,iPad1(1000364),364,01.06.26 10:07,Prod,A1000364.6895,Tisch 23,108,S1000364.40001,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000364.40002,SP1000364.1.40002,SY1000364.2026.40002,iPad1(1000364),364,01.06.26 12:08,Prod,A1000364.6896,Tisch 22,109,S1000364.40002,VOID,1,5.5,5.5,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000364.40003,SP1000364.1.40003,SY1000364.2026.40003,iPad1(1000364),364,01.06.26 12:08,Prod,A1000364.6896,Tisch 22,109,S1000364.40003,VOID,1,5.9,5.9,0.0,0.0,0.0,0.0,116,Vanillequark,Desserts,,MwSt. 7%,1.07,5.514019,0.385981,Normalverkauf
S1000364.40004,SP1000364.1.40004,SY1000364.2026.40004,iPad1(1000364),364,01.06.26 16:41,Prod,A1000364.6897,Tisch 16,118,S1000364.40004,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000364.40005,SP1000364.1.40005,SY1000364.2026.40005,iPad1(1000364),364,01.06.26 11:14,Prod,A1000364.6898,,119,S1000364.40005,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,9.915966,1.884034,Normalverkauf
S1000364.40006,SP1000364.1.40006,SY1000364.2026.40006,iPad1(1000364),364,01.06.26 11:14,Prod,A1000364.6898,,119,S1000364.40006,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000364.40007,SP1000364.1.40007,SY1000364.2026.40007,iPad1(1000364),364,01.06.26 11:14,Prod,A1000364.6898,,119,S1000364.40007,SALE,1,14.5,14.5,0.0,0.0,0.0,0.0,101,Lachs,Hauptspeisen,,MwSt. 7%,1.07,13.551402,0.948598,Normalverkauf
S1000364.40008,SP1000364.1.40008,SY1000364.2026.40008,iPad1(1000364),364,01.06.26 08:25,Prod,A1000364.6899,,108,S1000364.40008,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000364.40009,SP1000364.1.40009,SY1000364.2026.40009,iPad1(1000364),364,01.06.26 08:25,Prod,A1000364.6899,,108,S1000364.40009,SALE,1,2.8,2.8,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,2.352941,0.447059,Normalverkauf
