Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000201.86166,SP1000201.35.86166,SY1000201.2026.86166,iPad1(1000201),201,01.06.26 11:48,Prod,A1000201.6463,Tisch 6,112,S1000201.86166,SALE,1,2.8,2.8,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,2.352941,0.447059,Normalverkauf
S1000201.86167,SP1000201.35.86167,SY1000201.2026.86167,iPad1(1000201),201,01.06.26 11:45,Prod,A1000201.6464,Tisch 8,112,S1000201.86167,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,127,Alkoholfreies Bier,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000201.86168,SP1000201.35.86168,SY1000201.2026.86168,iPad1(1000201),201,01.06.26 11:45,Prod,A1000201.6464,Tisch 8,112,S1000201.86168,SALE,1,2.8,2.8,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,2.352941,0.447059,Normalverkauf
S1000201.86169,SP1000201.35.86169,SY1000201.2026.86169,iPad1(1000201),201,01.06.26 11:45,Prod,A1000201.6464,Tisch 8,112,S1000201.86169,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000201.86170,SP1000201.35.86170,SY1000201.2026.86170,iPad1(1000201),201,01.06.26 11:08,Prod,A1000201.6465,Tisch 16,112,S1000201.86170,SALE,2,11.9,23.8,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,22.242991,1.557009,Normalverkauf
S1000201.86171,SP1000201.35.86171,SY1000201.2026.86171,iPad1(1000201),201,01.06.26 11:08,Prod,A1000201.6465,Tisch 16,112,S1000201.86171,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000201.86172,SP1000201.35.86172,SY1000201.2026.86172,iPad1(1000201),201,01.06.26 16:56,Prod,A1000201.6466,Tisch 19,105,S1000201.86172,VOID,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000201.86173,SP1000201.35.86173,SY1000201.2026.86173,iPad1(1000201),201,01.06.26 16:56,Prod,A1000201.6466,Tisch 19,105,S1000201.86173,VOID,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000201.86174,SP1000201.35.86174,SY1000201.2026.86174,iPad1(1000201),201,01.06.26 16:56,Prod,A1000201.6466,Tisch 19,105,S1000201.86174,VOID,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000201.86175,SP1000201.35.86175,SY1000201.2026.86175,iPad1(1000201),201,01.06.26 15:54,Prod,A1000201.6467,Tisch 7,108,S1000201.86175,SALE,1,9.8,9.8,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
