Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000044.10031,SP1000044.32.10031,SY1000044.2026.10031,iPad1(1000044),44,01.06.26 16:49,Prod,A1000044.6068,Tisch 15,108,S1000044.10031,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000044.10032,SP1000044.32.10032,SY1000044.2026.10032,iPad1(1000044),44,01.06.26 16:49,Prod,A1000044.6068,Tisch 15,108,S1000044.10032,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000044.10033,SP1000044.32.10033,SY1000044.2026.10033,iPad1(1000044),44,01.06.26 20:37,Prod,A1000044.6069,Tisch 16,116,S1000044.10033,VOID,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000044.10034,SP1000044.32.10034,SY1000044.2026.10034,iPad1(1000044),44,01.06.26 11:21,Prod,A1000044.6070,Tisch 11,105,S1000044.10034,SALE,1,4.9,4.9,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,4.579439,0.320561,Normalverkauf
S1000044.10035,SP1000044.32.10035,SY1000044.2026.10035,iPad1(1000044),44,01.06.26 18:41,Prod,A1000044.6071,Tisch 9,107,S1000044.10035,SALE,1,2.8,2.8,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,2.352941,0.447059,Normalverkauf
S1000044.10036,SP1000044.32.10036,SY1000044.2026.10036,iPad1(1000044),44,01.06.26 11:30,Prod,A1000044.6072,Tisch 12,108,S1000044.10036,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000044.10037,SP1000044.32.10037,SY1000044.2026.10037,iPad1(1000044),44,01.06.26 11:30,Prod,A1000044.6072,Tisch 12,108,S1000044.10037,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,109,Bismarck-Baguette,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000044.10038,SP1000044.32.10038,SY1000044.2026.10038,iPad1(1000044),44,01.06.26 11:30,Prod,A1000044.6072,Tisch 12,108,S1000044.10038,SALE,2,4.2,8.4,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,7.058824,1.341176,Normalverkauf
S1000044.10039,SP1000044.32.10039,SY1000044.2026.10039,iPad1(1000044),44,01.06.26 17:05,Prod,A1000044.6073,Tisch 7,107,S1000044.10039,VOID,1,9.8,9.8,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000044.10040,SP1000044.32.10040,SY1000044.2026.10040,iPad1(1000044),44,01.06.26 17:05,Prod,A1000044.6073,Tisch 7,107,S1000044.10040,VOID,1,7.9,7.9,0.0,0.0,0.0,0.0,115,Tiramisu,Desserts,,MwSt. 7%,1.07,7.383178,0.516822,Normalverkauf
