Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000398.62418,SP1000398.49.62418,SY1000398.2026.62418,iPad1(1000398),398,01.06.26 14:43,Prod,A1000398.6768,Tisch 5,106,S1000398.62418,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,118,Schokokuchen,Desserts,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000398.62419,SP1000398.49.62419,SY1000398.2026.62419,iPad1(1000398),398,01.06.26 14:43,Prod,A1000398.6768,Tisch 5,106,S1000398.62419,SALE,2,4.9,9.8,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000398.62420,SP1000398.49.62420,SY1000398.2026.62420,iPad1(1000398),398,01.06.26 14:43,Prod,A1000398.6768,Tisch 5,106,S1000398.62420,SALE,1,11.5,11.5,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,10.747664,0.752336,Normalverkauf
S1000398.62421,SP1000398.49.62421,SY1000398.2026.62421,iPad1(1000398),398,01.06.26 10:53,Prod,A1000398.6769,Tisch 19,106,S1000398.62421,VOID,2,3.2,6.4,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,5.378151,1.021849,Normalverkauf
S1000398.62422,SP1000398.49.62422,SY1000398.2026.62422,iPad1(1000398),398,01.06.26 10:53,Prod,A1000398.6769,Tisch 19,106,S1000398.62422,VOID,2,3.9,7.8,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000398.62423,SP1000398.49.62423,SY1000398.2026.62423,iPad1(1000398),398,01.06.26 11:14,Prod,A1000398.6770,Tisch 13,116,S1000398.62423,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,109,Bismarck-Baguette,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000398.62424,SP1000398.49.62424,SY1000398.2026.62424,iPad1(1000398),398,01.06.26 11:14,Prod,A1000398.6770,Tisch 13,116,S1000398.62424,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000398.62425,SP1000398.49.62425,SY1000398.2026.62425,iPad1(1000398),398,01.06.26 11:14,Prod,A1000398.6770,Tisch 13,116,S1000398.62425,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000398.62426,SP1000398.49.62426,SY1000398.2026.62426,iPad1(1000398),398,01.06.26 12:21,Prod,A1000398.6771,Tisch 12,120,S1000398.62426,SALE,2,4.2,8.4,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,7.058824,1.341176,Normalverkauf
S1000398.62427,SP1000398.49.62427,SY1000398.2026.62427,iPad1(1000398),398,01.06.26 11:25,Prod,A1000398.6772,Tisch 23,114,S1000398.62427,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
