Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000187.78430,SP1000187.13.78430,SY1000187.2026.78430,iPad1(1000187),187,01.06.26 20:47,Prod,A1000187.6940,Tisch 10,116,S1000187.78430,SALE,1,7.9,7.9,0.0,0.0,0.0,0.0,106,Neptun-Ringe,Beilagen,,MwSt. 7%,1.07,7.383178,0.516822,Normalverkauf
S1000187.78431,SP1000187.13.78431,SY1000187.2026.78431,iPad1(1000187),187,01.06.26 20:47,Prod,A1000187.6940,Tisch 10,116,S1000187.78431,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000187.78432,SP1000187.13.78432,SY1000187.2026.78432,iPad1(1000187),187,01.06.26 20:47,Prod,A1000187.6940,Tisch 10,116,S1000187.78432,SALE,2,4.9,9.8,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000187.78433,SP1000187.13.78433,SY1000187.2026.78433,iPad1(1000187),187,01.06.26 09:32,Prod,A1000187.6941,Tisch 17,116,S1000187.78433,VOID,2,3.9,7.8,0.0,0.0,0.0,0.0,124,Cola Zero,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000187.78434,SP1000187.13.78434,SY1000187.2026.78434,iPad1(1000187),187,01.06.26 09:32,Prod,A1000187.6941,Tisch 17,116,S1000187.78434,VOID,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000187.78435,SP1000187.13.78435,SY1000187.2026.78435,iPad1(1000187),187,01.06.26 19:26,Prod,A1000187.6942,Tisch 14,119,S1000187.78435,SALE,1,6.9,6.9,0.0,0.0,0.0,0.0,113,Garnelen Box,Beilagen,,MwSt. 7%,1.07,6.448598,0.451402,Normalverkauf
S1000187.78436,SP1000187.13.78436,SY1000187.2026.78436,iPad1(1000187),187,01.06.26 19:26,Prod,A1000187.6942,Tisch 14,119,S1000187.78436,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000187.78437,SP1000187.13.78437,SY1000187.2026.78437,iPad1(1000187),187,01.06.26 19:26,Prod,A1000187.6942,Tisch 14,119,S1000187.78437,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000187.78438,SP1000187.13.78438,SY1000187.2026.78438,iPad1(1000187),187,01.06.26 18:46,Prod,A1000187.6943,Tisch 16,117,S1000187.78438,SALE,2,4.9,9.8,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000187.78439,SP1000187.13.78439,SY1000187.2026.78439,iPad1(1000187),187,01.06.26 18:46,Prod,A1000187.6943,Tisch 16,117,S1000187.78439,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,118,Schokokuchen,Desserts,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
