Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000327.15253,SP1000327.21.15253,SY1000327.2026.15253,iPad1(1000327),327,01.06.26 11:32,Prod,A1000327.6788,Tisch 12,110,S1000327.15253,SALE,1,2.8,2.8,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,2.352941,0.447059,Normalverkauf
S1000327.15254,SP1000327.21.15254,SY1000327.2026.15254,iPad1(1000327),327,01.06.26 11:32,Prod,A1000327.6788,Tisch 12,110,S1000327.15254,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000327.15255,SP1000327.21.15255,SY1000327.2026.15255,iPad1(1000327),327,01.06.26 11:32,Prod,A1000327.6788,Tisch 12,110,S1000327.15255,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,124,Cola Zero,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000327.15256,SP1000327.21.15256,SY1000327.2026.15256,iPad1(1000327),327,01.06.26 19:29,Prod,A1000327.6789,Tisch 16,112,S1000327.15256,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000327.15257,SP1000327.21.15257,SY1000327.2026.15257,iPad1(1000327),327,01.06.26 19:29,Prod,A1000327.6789,Tisch 16,112,S1000327.15257,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000327.15258,SP1000327.21.15258,SY1000327.2026.15258,iPad1(1000327),327,01.06.26 19:29,Prod,A1000327.6789,Tisch 16,112,S1000327.15258,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000327.15259,SP1000327.21.15259,SY1000327.2026.15259,iPad1(1000327),327,01.06.26 20:02,Prod,A1000327.6790,Tisch 10,110,S1000327.15259,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000327.15260,SP1000327.21.15260,SY1000327.2026.15260,iPad1(1000327),327,01.06.26 13:30,Prod,A1000327.6791,Tisch 7,112,S1000327.15260,SALE,2,4.2,8.4,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,7.058824,1.341176,Normalverkauf
S1000327.15261,SP1000327.21.15261,SY1000327.2026.15261,iPad1(1000327),327,01.06.26 13:30,Prod,A1000327.6791,Tisch 7,112,S1000327.15261,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000327.15262,SP1000327.21.15262,SY1000327.2026.15262,iPad1(1000327),327,01.06.26 18:22,Prod,A1000327.6792,Tisch 20,114,S1000327.15262,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
