Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000170.19597,SP1000170.10.19597,SY1000170.2026.19597,iPad1(1000170),170,01.06.26 15:28,Prod,A1000170.6007,Tisch 2,115,S1000170.19597,SALE,2,9.8,19.6,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,18.317757,1.282243,Normalverkauf
S1000170.19598,SP1000170.10.19598,SY1000170.2026.19598,iPad1(1000170),170,01.06.26 16:22,Prod,A1000170.6008,Tisch 11,105,S1000170.19598,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000170.19599,SP1000170.10.19599,SY1000170.2026.19599,iPad1(1000170),170,01.06.26 16:22,Prod,A1000170.6008,Tisch 11,105,S1000170.19599,SALE,1,9.8,9.8,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000170.19600,SP1000170.10.19600,SY1000170.2026.19600,iPad1(1000170),170,01.06.26 16:22,Prod,A1000170.6008,Tisch 11,105,S1000170.19600,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000170.19601,SP1000170.10.19601,SY1000170.2026.19601,iPad1(1000170),170,01.06.26 12:44,Prod,A1000170.6009,Tisch 20,106,S1000170.19601,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000170.19602,SP1000170.10.19602,SY1000170.2026.19602,iPad1(1000170),170,01.06.26 12:44,Prod,A1000170.6009,Tisch 20,106,S1000170.19602,SALE,1,6.9,6.9,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,6.448598,0.451402,Normalverkauf
S1000170.19603,SP1000170.10.19603,SY1000170.2026.19603,iPad1(1000170),170,01.06.26 13:35,Prod,A1000170.6010,Tisch 6,114,S1000170.19603,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000170.19604,SP1000170.10.19604,SY1000170.2026.19604,iPad1(1000170),170,01.06.26 11:33,Prod,A1000170.6011,Tisch 19,117,S1000170.19604,SALE,1,9.8,9.8,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000170.19605,SP1000170.10.19605,SY1000170.2026.19605,iPad1(1000170),170,01.06.26 18:52,Prod,A1000170.6012,,105,S1000170.19605,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000170.19606,SP1000170.10.19606,SY1000170.2026.19606,iPad1(1000170),170,01.06.26 17:13,Prod,A1000170.6013,,117,S1000170.19606,SALE,1,6.9,6.9,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,6.448598,0.451402,Normalverkauf
S1000170.19607,SP1000170.10.19607,SY1000170.2026.19607,iPad1(1000170),170,01.06.26 17:13,Prod,A1000170.6013,,117,S1000170.19607,SALE,1,7.9,7.9,0.0,0.0,0.0,0.0,115,Tiramisu,Desserts,,MwSt. 7%,1.07,7.383178,0.516822,Normalverkauf
