Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000396.57206,SP1000396.49.57206,SY1000396.2026.57206,iPad1(1000396),396,01.06.26 17:04,Prod,A1000396.6911,Tisch 3,101,S1000396.57206,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000396.57207,SP1000396.49.57207,SY1000396.2026.57207,iPad1(1000396),396,01.06.26 20:06,Prod,A1000396.6912,Tisch 18,114,S1000396.57207,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000396.57208,SP1000396.49.57208,SY1000396.2026.57208,iPad1(1000396),396,01.06.26 12:35,Prod,A1000396.6913,,112,S1000396.57208,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,9.915966,1.884034,Normalverkauf
S1000396.57209,SP1000396.49.57209,SY1000396.2026.57209,iPad1(1000396),396,01.06.26 12:35,Prod,A1000396.6913,,112,S1000396.57209,SALE,1,14.5,14.5,0.0,0.0,0.0,0.0,101,Lachs,Hauptspeisen,,MwSt. 7%,1.07,13.551402,0.948598,Normalverkauf
S1000396.57210,SP1000396.49.57210,SY1000396.2026.57210,iPad1(1000396),396,01.06.26 18:11,Prod,A1000396.6914,Tisch 22,108,S1000396.57210,SALE,2,7.9,15.8,0.0,0.0,0.0,0.0,106,Neptun-Ringe,Beilagen,,MwSt. 7%,1.07,14.766355,1.033645,Normalverkauf
S1000396.57211,SP1000396.49.57211,SY1000396.2026.57211,iPad1(1000396),396,01.06.26 11:43,Prod,A1000396.6915,Tisch 21,112,S1000396.57211,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000396.57212,SP1000396.49.57212,SY1000396.2026.57212,iPad1(1000396),396,01.06.26 11:43,Prod,A1000396.6915,Tisch 21,112,S1000396.57212,SALE,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000396.57213,SP1000396.49.57213,SY1000396.2026.57213,iPad1(1000396),396,01.06.26 11:43,Prod,A1000396.6915,Tisch 21,112,S1000396.57213,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000396.57214,SP1000396.49.57214,SY1000396.2026.57214,iPad1(1000396),396,01.06.26 09:09,Prod,A1000396.6916,Tisch 15,114,S1000396.57214,SALE,2,6.5,13.0,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
S1000396.57215,SP1000396.49.57215,SY1000396.2026.57215,iPad1(1000396),396,01.06.26 09:09,Prod,A1000396.6916,Tisch 15,114,S1000396.57215,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000396.57216,SP1000396.49.57216,SY1000396.2026.57216,iPad1(1000396),396,01.06.26 11:25,Prod,A1000396.6917,Tisch 12,101,S1000396.57216,SALE,1,6.9,6.9,0.0,0.0,0.0,0.0,113,Garnelen Box,Beilagen,,MwSt. 7%,1.07,6.448598,0.451402,Normalverkauf
S1000396.57217,SP1000396.49.57217,SY1000396.2026.57217,iPad1(1000396),396,01.06.26 11:25,Prod,A1000396.6917,Tisch 12,101,S1000396.57217,SALE,1,4.9,4.9,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,4.579439,0.320561,Normalverkauf
