Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000209.40731,SP1000209.15.40731,SY1000209.2026.40731,iPad1(1000209),209,01.06.26 16:00,Prod,A1000209.6240,Tisch 15,119,S1000209.40731,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000209.40732,SP1000209.15.40732,SY1000209.2026.40732,iPad1(1000209),209,01.06.26 18:49,Prod,A1000209.6241,Tisch 16,101,S1000209.40732,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000209.40733,SP1000209.15.40733,SY1000209.2026.40733,iPad1(1000209),209,01.06.26 18:49,Prod,A1000209.6241,Tisch 16,101,S1000209.40733,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,9.915966,1.884034,Normalverkauf
S1000209.40734,SP1000209.15.40734,SY1000209.2026.40734,iPad1(1000209),209,01.06.26 12:07,Prod,A1000209.6242,,111,S1000209.40734,SALE,2,4.9,9.8,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000209.40735,SP1000209.15.40735,SY1000209.2026.40735,iPad1(1000209),209,01.06.26 19:11,Prod,A1000209.6243,Tisch 7,115,S1000209.40735,SALE,2,11.5,23.0,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,21.495327,1.504673,Normalverkauf
S1000209.40736,SP1000209.15.40736,SY1000209.2026.40736,iPad1(1000209),209,01.06.26 15:10,Prod,A1000209.6244,Tisch 10,101,S1000209.40736,SALE,1,14.5,14.5,0.0,0.0,0.0,0.0,101,Lachs,Hauptspeisen,,MwSt. 7%,1.07,13.551402,0.948598,Normalverkauf
S1000209.40737,SP1000209.15.40737,SY1000209.2026.40737,iPad1(1000209),209,01.06.26 15:10,Prod,A1000209.6244,Tisch 10,101,S1000209.40737,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000209.40738,SP1000209.15.40738,SY1000209.2026.40738,iPad1(1000209),209,01.06.26 11:13,Prod,A1000209.6245,Tisch 24,111,S1000209.40738,SALE,1,7.9,7.9,0.0,0.0,0.0,0.0,115,Tiramisu,Desserts,,MwSt. 7%,1.07,7.383178,0.516822,Normalverkauf
S1000209.40739,SP1000209.15.40739,SY1000209.2026.40739,iPad1(1000209),209,01.06.26 18:30,Prod,A1000209.6246,Tisch 1,111,S1000209.40739,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000209.40740,SP1000209.15.40740,SY1000209.2026.40740,iPad1(1000209),209,01.06.26 18:30,Prod,A1000209.6246,Tisch 1,111,S1000209.40740,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000209.40741,SP1000209.15.40741,SY1000209.2026.40741,iPad1(1000209),209,01.06.26 18:30,Prod,A1000209.6246,Tisch 1,111,S1000209.40741,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000209.40742,SP1000209.15.40742,SY1000209.2026.40742,iPad1(1000209),209,01.06.26 18:41,Prod,A1000209.6247,Tisch 4,110,S1000209.40742,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000209.40743,SP1000209.15.40743,SY1000209.2026.40743,iPad1(1000209),209,01.06.26 15:18,Prod,A1000209.6248,Tisch 17,111,S1000209.40743,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000209.40744,SP1000209.15.40744,SY1000209.2026.40744,iPad1(1000209),209,01.06.26 15:18,Prod,A1000209.6248,Tisch 17,111,S1000209.40744,SALE,1,11.5,11.5,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,10.747664,0.752336,Normalverkauf
S1000209.40745,SP1000209.15.40745,SY1000209.2026.40745,iPad1(1000209),209,01.06.26 20:31,Prod,A1000209.6249,Tisch 6,115,S1000209.40745,VOID,2,11.5,23.0,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,21.495327,1.504673,Normalverkauf
S1000209.40746,SP1000209.15.40746,SY1000209.2026.40746,iPad1(1000209),209,01.06.26 14:01,Prod,A1000209.6250,Tisch 12,101,S1000209.40746,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000209.40747,SP1000209.15.40747,SY1000209.2026.40747,iPad1(1000209),209,01.06.26 14:01,Prod,A1000209.6250,Tisch 12,101,S1000209.40747,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000209.40748,SP1000209.15.40748,SY1000209.2026.40748,iPad1(1000209),209,01.06.26 19:31,Prod,A1000209.6251,Tisch 5,103,S1000209.40748,VOID,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000209.40749,SP1000209.15.40749,SY1000209.2026.40749,iPad1(1000209),209,01.06.26 19:56,Prod,A1000209.6252,Tisch 20,119,S1000209.40749,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000209.40750,SP1000209.15.40750,SY1000209.2026.40750,iPad1(1000209),209,01.06.26 19:56,Prod,A1000209.6252,Tisch 20,119,S1000209.40750,SALE,2,3.2,6.4,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,5.378151,1.021849,Normalverkauf
S1000209.40751,SP1000209.15.40751,SY1000209.2026.40751,iPad1(1000209),209,01.06.26 17:50,Prod,A1000209.6253,,103,S1000209.40751,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,113,Garnelen Box,Beilagen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
