Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000346.19628,SP1000346.3.19628,SY1000346.2026.19628,iPad1(1000346),346,01.06.26 12:58,Prod,A1000346.6166,Tisch 9,106,S1000346.19628,SALE,2,6.5,13.0,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
S1000346.19629,SP1000346.3.19629,SY1000346.2026.19629,iPad1(1000346),346,01.06.26 12:29,Prod,A1000346.6167,Tisch 15,117,S1000346.19629,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000346.19630,SP1000346.3.19630,SY1000346.2026.19630,iPad1(1000346),346,01.06.26 12:29,Prod,A1000346.6167,Tisch 15,117,S1000346.19630,SALE,2,9.8,19.6,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,18.317757,1.282243,Normalverkauf
S1000346.19631,SP1000346.3.19631,SY1000346.2026.19631,iPad1(1000346),346,01.06.26 18:27,Prod,A1000346.6168,Tisch 24,106,S1000346.19631,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000346.19632,SP1000346.3.19632,SY1000346.2026.19632,iPad1(1000346),346,01.06.26 18:27,Prod,A1000346.6168,Tisch 24,106,S1000346.19632,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000346.19633,SP1000346.3.19633,SY1000346.2026.19633,iPad1(1000346),346,01.06.26 18:27,Prod,A1000346.6168,Tisch 24,106,S1000346.19633,SALE,2,9.8,19.6,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,18.317757,1.282243,Normalverkauf
S1000346.19634,SP1000346.3.19634,SY1000346.2026.19634,iPad1(1000346),346,01.06.26 13:25,Prod,A1000346.6169,,102,S1000346.19634,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,123,Inger-Limonade,Getränke,,MwSt. 19%,1.19,4.957983,0.942017,Normalverkauf
S1000346.19635,SP1000346.3.19635,SY1000346.2026.19635,iPad1(1000346),346,01.06.26 13:25,Prod,A1000346.6169,,102,S1000346.19635,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,116,Vanillequark,Desserts,,MwSt. 7%,1.07,11.028037,0.771963,Normalverkauf
S1000346.19636,SP1000346.3.19636,SY1000346.2026.19636,iPad1(1000346),346,01.06.26 20:30,Prod,A1000346.6170,Tisch 3,117,S1000346.19636,SALE,2,13.5,27.0,0.0,0.0,0.0,0.0,102,Matjes,Hauptspeisen,,MwSt. 7%,1.07,25.233645,1.766355,Normalverkauf
S1000346.19637,SP1000346.3.19637,SY1000346.2026.19637,iPad1(1000346),346,01.06.26 20:30,Prod,A1000346.6170,Tisch 3,117,S1000346.19637,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
