Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000252.68356,SP1000252.46.68356,SY1000252.2026.68356,iPad1(1000252),252,01.06.26 16:42,Prod,A1000252.6008,Tisch 10,104,S1000252.68356,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,109,Bismarck-Baguette,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000252.68357,SP1000252.46.68357,SY1000252.2026.68357,iPad1(1000252),252,01.06.26 16:42,Prod,A1000252.6008,Tisch 10,104,S1000252.68357,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000252.68358,SP1000252.46.68358,SY1000252.2026.68358,iPad1(1000252),252,01.06.26 12:01,Prod,A1000252.6009,Tisch 5,112,S1000252.68358,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000252.68359,SP1000252.46.68359,SY1000252.2026.68359,iPad1(1000252),252,01.06.26 12:01,Prod,A1000252.6009,Tisch 5,112,S1000252.68359,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,116,Vanillequark,Desserts,,MwSt. 7%,1.07,11.028037,0.771963,Normalverkauf
S1000252.68360,SP1000252.46.68360,SY1000252.2026.68360,iPad1(1000252),252,01.06.26 15:27,Prod,A1000252.6010,Tisch 4,113,S1000252.68360,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000252.68361,SP1000252.46.68361,SY1000252.2026.68361,iPad1(1000252),252,01.06.26 15:27,Prod,A1000252.6010,Tisch 4,113,S1000252.68361,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000252.68362,SP1000252.46.68362,SY1000252.2026.68362,iPad1(1000252),252,01.06.26 19:54,Prod,A1000252.6011,Tisch 11,112,S1000252.68362,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000252.68363,SP1000252.46.68363,SY1000252.2026.68363,iPad1(1000252),252,01.06.26 19:54,Prod,A1000252.6011,Tisch 11,112,S1000252.68363,SALE,2,3.2,6.4,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,5.378151,1.021849,Normalverkauf
S1000252.68364,SP1000252.46.68364,SY1000252.2026.68364,iPad1(1000252),252,01.06.26 19:54,Prod,A1000252.6011,Tisch 11,112,S1000252.68364,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,117,Rote Grütze,Desserts,,MwSt. 7%,1.07,5.514019,0.385981,Normalverkauf
S1000252.68365,SP1000252.46.68365,SY1000252.2026.68365,iPad1(1000252),252,01.06.26 19:31,Prod,A1000252.6012,,116,S1000252.68365,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
