Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000271.45558,SP1000271.51.45558,SY1000271.2026.45558,iPad1(1000271),271,01.06.26 19:35,Prod,A1000271.6524,,112,S1000271.45558,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000271.45559,SP1000271.51.45559,SY1000271.2026.45559,iPad1(1000271),271,01.06.26 18:06,Prod,A1000271.6525,Tisch 2,115,S1000271.45559,SALE,1,11.5,11.5,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,10.747664,0.752336,Normalverkauf
S1000271.45560,SP1000271.51.45560,SY1000271.2026.45560,iPad1(1000271),271,01.06.26 18:06,Prod,A1000271.6525,Tisch 2,115,S1000271.45560,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,127,Alkoholfreies Bier,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000271.45561,SP1000271.51.45561,SY1000271.2026.45561,iPad1(1000271),271,01.06.26 18:06,Prod,A1000271.6525,Tisch 2,115,S1000271.45561,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,117,Rote Grütze,Desserts,,MwSt. 7%,1.07,5.514019,0.385981,Normalverkauf
S1000271.45562,SP1000271.51.45562,SY1000271.2026.45562,iPad1(1000271),271,01.06.26 08:19,Prod,A1000271.6526,Tisch 13,102,S1000271.45562,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000271.45563,SP1000271.51.45563,SY1000271.2026.45563,iPad1(1000271),271,01.06.26 08:19,Prod,A1000271.6526,Tisch 13,102,S1000271.45563,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000271.45564,SP1000271.51.45564,SY1000271.2026.45564,iPad1(1000271),271,01.06.26 08:19,Prod,A1000271.6526,Tisch 13,102,S1000271.45564,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000271.45565,SP1000271.51.45565,SY1000271.2026.45565,iPad1(1000271),271,01.06.26 12:21,Prod,A1000271.6527,Tisch 24,113,S1000271.45565,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000271.45566,SP1000271.51.45566,SY1000271.2026.45566,iPad1(1000271),271,01.06.26 12:21,Prod,A1000271.6527,Tisch 24,113,S1000271.45566,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000271.45567,SP1000271.51.45567,SY1000271.2026.45567,iPad1(1000271),271,01.06.26 12:21,Prod,A1000271.6527,Tisch 24,113,S1000271.45567,SALE,1,14.5,14.5,0.0,0.0,0.0,0.0,101,Lachs,Hauptspeisen,,MwSt. 7%,1.07,13.551402,0.948598,Normalverkauf
S1000271.45568,SP1000271.51.45568,SY1000271.2026.45568,iPad1(1000271),271,01.06.26 12:03,Prod,A1000271.6528,Tisch 17,113,S1000271.45568,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000271.45569,SP1000271.51.45569,SY1000271.2026.45569,iPad1(1000271),271,01.06.26 11:44,Prod,A1000271.6529,Tisch 7,112,S1000271.45569,SALE,2,11.9,23.8,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,22.242991,1.557009,Normalverkauf
S1000271.45570,SP1000271.51.45570,SY1000271.2026.45570,iPad1(1000271),271,01.06.26 13:44,Prod,A1000271.6530,Tisch 9,105,S1000271.45570,VOID,2,5.9,11.8,0.0,0.0,0.0,0.0,116,Vanillequark,Desserts,,MwSt. 7%,1.07,11.028037,0.771963,Normalverkauf
S1000271.45571,SP1000271.51.45571,SY1000271.2026.45571,iPad1(1000271),271,01.06.26 13:44,Prod,A1000271.6530,Tisch 9,105,S1000271.45571,VOID,1,7.9,7.9,0.0,0.0,0.0,0.0,115,Tiramisu,Desserts,,MwSt. 7%,1.07,7.383178,0.516822,Normalverkauf
