Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000308.52235,SP1000308.21.52235,SY1000308.2026.52235,iPad1(1000308),308,01.06.26 14:05,Prod,A1000308.6778,Tisch 20,106,S1000308.52235,SALE,2,11.5,23.0,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,21.495327,1.504673,Normalverkauf
S1000308.52236,SP1000308.21.52236,SY1000308.2026.52236,iPad1(1000308),308,01.06.26 20:47,Prod,A1000308.6779,Tisch 18,104,S1000308.52236,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000308.52237,SP1000308.21.52237,SY1000308.2026.52237,iPad1(1000308),308,01.06.26 20:47,Prod,A1000308.6779,Tisch 18,104,S1000308.52237,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000308.52238,SP1000308.21.52238,SY1000308.2026.52238,iPad1(1000308),308,01.06.26 20:47,Prod,A1000308.6779,Tisch 18,104,S1000308.52238,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,4.957983,0.942017,Normalverkauf
S1000308.52239,SP1000308.21.52239,SY1000308.2026.52239,iPad1(1000308),308,01.06.26 17:31,Prod,A1000308.6780,Tisch 4,101,S1000308.52239,SALE,2,9.8,19.6,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,18.317757,1.282243,Normalverkauf
S1000308.52240,SP1000308.21.52240,SY1000308.2026.52240,iPad1(1000308),308,01.06.26 09:01,Prod,A1000308.6781,Tisch 4,101,S1000308.52240,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000308.52241,SP1000308.21.52241,SY1000308.2026.52241,iPad1(1000308),308,01.06.26 12:19,Prod,A1000308.6782,Tisch 18,101,S1000308.52241,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000308.52242,SP1000308.21.52242,SY1000308.2026.52242,iPad1(1000308),308,01.06.26 12:19,Prod,A1000308.6782,Tisch 18,101,S1000308.52242,SALE,1,11.9,11.9,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,11.121495,0.778505,Normalverkauf
S1000308.52243,SP1000308.21.52243,SY1000308.2026.52243,iPad1(1000308),308,01.06.26 12:19,Prod,A1000308.6782,Tisch 18,101,S1000308.52243,SALE,2,6.5,13.0,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
S1000308.52244,SP1000308.21.52244,SY1000308.2026.52244,iPad1(1000308),308,01.06.26 11:31,Prod,A1000308.6783,Tisch 8,106,S1000308.52244,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,116,Vanillequark,Desserts,,MwSt. 7%,1.07,5.514019,0.385981,Normalverkauf
