Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000041.52565,SP1000041.24.52565,SY1000041.2026.52565,iPad1(1000041),41,01.06.26 10:44,Prod,A1000041.6686,Tisch 13,104,S1000041.52565,SALE,2,9.8,19.6,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,18.317757,1.282243,Normalverkauf
S1000041.52566,SP1000041.24.52566,SY1000041.2026.52566,iPad1(1000041),41,01.06.26 10:44,Prod,A1000041.6686,Tisch 13,104,S1000041.52566,SALE,1,11.9,11.9,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,11.121495,0.778505,Normalverkauf
S1000041.52567,SP1000041.24.52567,SY1000041.2026.52567,iPad1(1000041),41,01.06.26 10:44,Prod,A1000041.6686,Tisch 13,104,S1000041.52567,SALE,1,14.5,14.5,0.0,0.0,0.0,0.0,101,Lachs,Hauptspeisen,,MwSt. 7%,1.07,13.551402,0.948598,Normalverkauf
S1000041.52568,SP1000041.24.52568,SY1000041.2026.52568,iPad1(1000041),41,01.06.26 10:13,Prod,A1000041.6687,Tisch 2,106,S1000041.52568,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000041.52569,SP1000041.24.52569,SY1000041.2026.52569,iPad1(1000041),41,01.06.26 18:18,Prod,A1000041.6688,Tisch 19,106,S1000041.52569,SALE,1,4.9,4.9,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,4.579439,0.320561,Normalverkauf
S1000041.52570,SP1000041.24.52570,SY1000041.2026.52570,iPad1(1000041),41,01.06.26 18:18,Prod,A1000041.6688,Tisch 19,106,S1000041.52570,SALE,2,4.9,9.8,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000041.52571,SP1000041.24.52571,SY1000041.2026.52571,iPad1(1000041),41,01.06.26 18:18,Prod,A1000041.6688,Tisch 19,106,S1000041.52571,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000041.52572,SP1000041.24.52572,SY1000041.2026.52572,iPad1(1000041),41,01.06.26 11:58,Prod,A1000041.6689,Tisch 19,103,S1000041.52572,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,127,Alkoholfreies Bier,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000041.52573,SP1000041.24.52573,SY1000041.2026.52573,iPad1(1000041),41,01.06.26 11:58,Prod,A1000041.6689,Tisch 19,103,S1000041.52573,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,109,Bismarck-Baguette,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000041.52574,SP1000041.24.52574,SY1000041.2026.52574,iPad1(1000041),41,01.06.26 11:58,Prod,A1000041.6689,Tisch 19,103,S1000041.52574,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000041.52575,SP1000041.24.52575,SY1000041.2026.52575,iPad1(1000041),41,01.06.26 12:23,Prod,A1000041.6690,Tisch 23,106,S1000041.52575,SALE,2,6.5,13.0,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
