Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000067.29881,SP1000067.18.29881,SY1000067.2026.29881,iPad1(1000067),67,01.06.26 18:24,Prod,A1000067.6545,Tisch 7,103,S1000067.29881,SALE,2,6.5,13.0,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
S1000067.29882,SP1000067.18.29882,SY1000067.2026.29882,iPad1(1000067),67,01.06.26 18:24,Prod,A1000067.6545,Tisch 7,103,S1000067.29882,SALE,1,7.9,7.9,0.0,0.0,0.0,0.0,115,Tiramisu,Desserts,,MwSt. 7%,1.07,7.383178,0.516822,Normalverkauf
S1000067.29883,SP1000067.18.29883,SY1000067.2026.29883,iPad1(1000067),67,01.06.26 18:24,Prod,A1000067.6545,Tisch 7,103,S1000067.29883,SALE,2,7.9,15.8,0.0,0.0,0.0,0.0,115,Tiramisu,Desserts,,MwSt. 7%,1.07,14.766355,1.033645,Normalverkauf
S1000067.29884,SP1000067.18.29884,SY1000067.2026.29884,iPad1(1000067),67,01.06.26 11:20,Prod,A1000067.6546,Tisch 8,120,S1000067.29884,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000067.29885,SP1000067.18.29885,SY1000067.2026.29885,iPad1(1000067),67,01.06.26 16:12,Prod,A1000067.6547,,120,S1000067.29885,SALE,1,4.9,4.9,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,4.579439,0.320561,Normalverkauf
S1000067.29886,SP1000067.18.29886,SY1000067.2026.29886,iPad1(1000067),67,01.06.26 16:12,Prod,A1000067.6547,,120,S1000067.29886,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,124,Cola Zero,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000067.29887,SP1000067.18.29887,SY1000067.2026.29887,iPad1(1000067),67,01.06.26 12:05,Prod,A1000067.6548,Tisch 23,117,S1000067.29887,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,4.957983,0.942017,Normalverkauf
S1000067.29888,SP1000067.18.29888,SY1000067.2026.29888,iPad1(1000067),67,01.06.26 16:22,Prod,A1000067.6549,Tisch 13,117,S1000067.29888,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000067.29889,SP1000067.18.29889,SY1000067.2026.29889,iPad1(1000067),67,01.06.26 18:21,Prod,A1000067.6550,Tisch 5,103,S1000067.29889,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000067.29890,SP1000067.18.29890,SY1000067.2026.29890,iPad1(1000067),67,01.06.26 18:21,Prod,A1000067.6550,Tisch 5,103,S1000067.29890,SALE,2,7.9,15.8,0.0,0.0,0.0,0.0,106,Neptun-Ringe,Beilagen,,MwSt. 7%,1.07,14.766355,1.033645,Normalverkauf
S1000067.29891,SP1000067.18.29891,SY1000067.2026.29891,iPad1(1000067),67,01.06.26 18:21,Prod,A1000067.6550,Tisch 5,103,S1000067.29891,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000067.29892,SP1000067.18.29892,SY1000067.2026.29892,iPad1(1000067),67,01.06.26 15:39,Prod,A1000067.6551,,102,S1000067.29892,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000067.29893,SP1000067.18.29893,SY1000067.2026.29893,iPad1(1000067),67,01.06.26 15:39,Prod,A1000067.6551,,102,S1000067.29893,SALE,1,9.8,9.8,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000067.29894,SP1000067.18.29894,SY1000067.2026.29894,iPad1(1000067),67,01.06.26 15:39,Prod,A1000067.6551,,102,S1000067.29894,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,113,Garnelen Box,Beilagen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000067.29895,SP1000067.18.29895,SY1000067.2026.29895,iPad1(1000067),67,01.06.26 10:52,Prod,A1000067.6552,Tisch 20,120,S1000067.29895,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000067.29896,SP1000067.18.29896,SY1000067.2026.29896,iPad1(1000067),67,01.06.26 20:16,Prod,A1000067.6553,Tisch 5,120,S1000067.29896,SALE,1,6.9,6.9,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,6.448598,0.451402,Normalverkauf
S1000067.29897,SP1000067.18.29897,SY1000067.2026.29897,iPad1(1000067),67,01.06.26 20:16,Prod,A1000067.6553,Tisch 5,120,S1000067.29897,SALE,1,6.9,6.9,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,6.448598,0.451402,Normalverkauf
S1000067.29898,SP1000067.18.29898,SY1000067.2026.29898,iPad1(1000067),67,01.06.26 20:16,Prod,A1000067.6553,Tisch 5,120,S1000067.29898,SALE,1,2.8,2.8,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,2.352941,0.447059,Normalverkauf
S1000067.29899,SP1000067.18.29899,SY1000067.2026.29899,iPad1(1000067),67,01.06.26 18:40,Prod,A1000067.6554,Tisch 9,114,S1000067.29899,SALE,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000067.29900,SP1000067.18.29900,SY1000067.2026.29900,iPad1(1000067),67,01.06.26 18:40,Prod,A1000067.6554,Tisch 9,114,S1000067.29900,SALE,2,11.9,23.8,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,22.242991,1.557009,Normalverkauf
S1000067.29901,SP1000067.18.29901,SY1000067.2026.29901,iPad1(1000067),67,01.06.26 18:40,Prod,A1000067.6554,Tisch 9,114,S1000067.29901,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
