Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000320.73634,SP1000320.10.73634,SY1000320.2026.73634,iPad1(1000320),320,01.06.26 18:32,Prod,A1000320.6523,Tisch 2,110,S1000320.73634,SALE,1,6.9,6.9,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,6.448598,0.451402,Normalverkauf
S1000320.73635,SP1000320.10.73635,SY1000320.2026.73635,iPad1(1000320),320,01.06.26 14:41,Prod,A1000320.6524,Tisch 19,110,S1000320.73635,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,117,Rote Grütze,Desserts,,MwSt. 7%,1.07,11.028037,0.771963,Normalverkauf
S1000320.73636,SP1000320.10.73636,SY1000320.2026.73636,iPad1(1000320),320,01.06.26 14:41,Prod,A1000320.6524,Tisch 19,110,S1000320.73636,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000320.73637,SP1000320.10.73637,SY1000320.2026.73637,iPad1(1000320),320,01.06.26 11:06,Prod,A1000320.6525,Tisch 13,105,S1000320.73637,SALE,1,11.5,11.5,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,10.747664,0.752336,Normalverkauf
S1000320.73638,SP1000320.10.73638,SY1000320.2026.73638,iPad1(1000320),320,01.06.26 11:45,Prod,A1000320.6526,Tisch 4,112,S1000320.73638,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000320.73639,SP1000320.10.73639,SY1000320.2026.73639,iPad1(1000320),320,01.06.26 11:45,Prod,A1000320.6526,Tisch 4,112,S1000320.73639,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000320.73640,SP1000320.10.73640,SY1000320.2026.73640,iPad1(1000320),320,01.06.26 19:52,Prod,A1000320.6527,Tisch 12,113,S1000320.73640,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000320.73641,SP1000320.10.73641,SY1000320.2026.73641,iPad1(1000320),320,01.06.26 19:52,Prod,A1000320.6527,Tisch 12,113,S1000320.73641,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,127,Alkoholfreies Bier,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000320.73642,SP1000320.10.73642,SY1000320.2026.73642,iPad1(1000320),320,01.06.26 12:16,Prod,A1000320.6528,Tisch 4,115,S1000320.73642,SALE,2,4.9,9.8,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000320.73643,SP1000320.10.73643,SY1000320.2026.73643,iPad1(1000320),320,01.06.26 12:16,Prod,A1000320.6528,Tisch 4,115,S1000320.73643,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000320.73644,SP1000320.10.73644,SY1000320.2026.73644,iPad1(1000320),320,01.06.26 16:56,Prod,A1000320.6529,Tisch 17,112,S1000320.73644,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000320.73645,SP1000320.10.73645,SY1000320.2026.73645,iPad1(1000320),320,01.06.26 16:56,Prod,A1000320.6529,Tisch 17,112,S1000320.73645,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000320.73646,SP1000320.10.73646,SY1000320.2026.73646,iPad1(1000320),320,01.06.26 19:06,Prod,A1000320.6530,Tisch 18,105,S1000320.73646,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,9.915966,1.884034,Normalverkauf
