Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000005.74078,SP1000005.13.74078,SY1000005.2026.74078,iPad1(1000005),5,01.06.26 12:13,Prod,A1000005.6527,Tisch 5,115,S1000005.74078,SALE,2,9.8,19.6,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,18.317757,1.282243,Normalverkauf
S1000005.74079,SP1000005.13.74079,SY1000005.2026.74079,iPad1(1000005),5,01.06.26 12:13,Prod,A1000005.6527,Tisch 5,115,S1000005.74079,SALE,2,3.2,6.4,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,5.378151,1.021849,Normalverkauf
S1000005.74080,SP1000005.13.74080,SY1000005.2026.74080,iPad1(1000005),5,01.06.26 12:13,Prod,A1000005.6527,Tisch 5,115,S1000005.74080,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,109,Bismarck-Baguette,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000005.74081,SP1000005.13.74081,SY1000005.2026.74081,iPad1(1000005),5,01.06.26 19:55,Prod,A1000005.6528,Tisch 22,113,S1000005.74081,VOID,2,6.5,13.0,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
S1000005.74082,SP1000005.13.74082,SY1000005.2026.74082,iPad1(1000005),5,01.06.26 18:12,Prod,A1000005.6529,Tisch 13,106,S1000005.74082,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000005.74083,SP1000005.13.74083,SY1000005.2026.74083,iPad1(1000005),5,01.06.26 18:12,Prod,A1000005.6529,Tisch 13,106,S1000005.74083,SALE,2,4.2,8.4,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,7.058824,1.341176,Normalverkauf
S1000005.74084,SP1000005.13.74084,SY1000005.2026.74084,iPad1(1000005),5,01.06.26 19:13,Prod,A1000005.6530,Tisch 17,110,S1000005.74084,SALE,2,13.5,27.0,0.0,0.0,0.0,0.0,102,Matjes,Hauptspeisen,,MwSt. 7%,1.07,25.233645,1.766355,Normalverkauf
S1000005.74085,SP1000005.13.74085,SY1000005.2026.74085,iPad1(1000005),5,01.06.26 19:13,Prod,A1000005.6530,Tisch 17,110,S1000005.74085,SALE,1,11.5,11.5,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,10.747664,0.752336,Normalverkauf
S1000005.74086,SP1000005.13.74086,SY1000005.2026.74086,iPad1(1000005),5,01.06.26 20:26,Prod,A1000005.6531,Tisch 13,119,S1000005.74086,SALE,2,6.5,13.0,0.0,0.0,0.0,0.0,118,Schokokuchen,Desserts,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
S1000005.74087,SP1000005.13.74087,SY1000005.2026.74087,iPad1(1000005),5,01.06.26 09:28,Prod,A1000005.6532,Tisch 16,119,S1000005.74087,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,117,Rote Grütze,Desserts,,MwSt. 7%,1.07,5.514019,0.385981,Normalverkauf
S1000005.74088,SP1000005.13.74088,SY1000005.2026.74088,iPad1(1000005),5,01.06.26 11:43,Prod,A1000005.6533,Tisch 12,106,S1000005.74088,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,124,Cola Zero,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000005.74089,SP1000005.13.74089,SY1000005.2026.74089,iPad1(1000005),5,01.06.26 16:16,Prod,A1000005.6534,Tisch 16,116,S1000005.74089,SALE,1,11.5,11.5,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,10.747664,0.752336,Normalverkauf
S1000005.74090,SP1000005.13.74090,SY1000005.2026.74090,iPad1(1000005),5,01.06.26 08:35,Prod,A1000005.6535,Tisch 22,112,S1000005.74090,SALE,2,4.2,8.4,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,7.058824,1.341176,Normalverkauf
S1000005.74091,SP1000005.13.74091,SY1000005.2026.74091,iPad1(1000005),5,01.06.26 08:35,Prod,A1000005.6535,Tisch 22,112,S1000005.74091,SALE,1,6.9,6.9,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,6.448598,0.451402,Normalverkauf
S1000005.74092,SP1000005.13.74092,SY1000005.2026.74092,iPad1(1000005),5,01.06.26 16:53,Prod,A1000005.6536,Tisch 9,112,S1000005.74092,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000005.74093,SP1000005.13.74093,SY1000005.2026.74093,iPad1(1000005),5,01.06.26 17:35,Prod,A1000005.6537,Tisch 9,115,S1000005.74093,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,116,Vanillequark,Desserts,,MwSt. 7%,1.07,5.514019,0.385981,Normalverkauf
S1000005.74094,SP1000005.13.74094,SY1000005.2026.74094,iPad1(1000005),5,01.06.26 17:35,Prod,A1000005.6537,Tisch 9,115,S1000005.74094,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,127,Alkoholfreies Bier,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000005.74095,SP1000005.13.74095,SY1000005.2026.74095,iPad1(1000005),5,01.06.26 16:10,Prod,A1000005.6538,Tisch 15,112,S1000005.74095,SALE,2,11.9,23.8,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,22.242991,1.557009,Normalverkauf
S1000005.74096,SP1000005.13.74096,SY1000005.2026.74096,iPad1(1000005),5,01.06.26 16:10,Prod,A1000005.6538,Tisch 15,112,S1000005.74096,SALE,1,7.9,7.9,0.0,0.0,0.0,0.0,106,Neptun-Ringe,Beilagen,,MwSt. 7%,1.07,7.383178,0.516822,Normalverkauf
S1000005.74097,SP1000005.13.74097,SY1000005.2026.74097,iPad1(1000005),5,01.06.26 16:10,Prod,A1000005.6538,Tisch 15,112,S1000005.74097,SALE,2,7.9,15.8,0.0,0.0,0.0,0.0,106,Neptun-Ringe,Beilagen,,MwSt. 7%,1.07,14.766355,1.033645,Normalverkauf
S1000005.74098,SP1000005.13.74098,SY1000005.2026.74098,iPad1(1000005),5,01.06.26 16:04,Prod,A1000005.6539,Tisch 21,119,S1000005.74098,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000005.74099,SP1000005.13.74099,SY1000005.2026.74099,iPad1(1000005),5,01.06.26 16:04,Prod,A1000005.6539,Tisch 21,119,S1000005.74099,SALE,1,11.9,11.9,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,11.121495,0.778505,Normalverkauf
S1000005.74100,SP1000005.13.74100,SY1000005.2026.74100,iPad1(1000005),5,01.06.26 18:42,Prod,A1000005.6540,,106,S1000005.74100,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000005.74101,SP1000005.13.74101,SY1000005.2026.74101,iPad1(1000005),5,01.06.26 18:42,Prod,A1000005.6540,,106,S1000005.74101,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000005.74102,SP1000005.13.74102,SY1000005.2026.74102,iPad1(1000005),5,01.06.26 18:42,Prod,A1000005.6540,,106,S1000005.74102,SALE,2,3.2,6.4,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,5.378151,1.021849,Normalverkauf
S1000005.74103,SP1000005.13.74103,SY1000005.2026.74103,iPad1(1000005),5,01.06.26 20:12,Prod,A1000005.6541,Tisch 17,119,S1000005.74103,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000005.74104,SP1000005.13.74104,SY1000005.2026.74104,iPad1(1000005),5,01.06.26 20:12,Prod,A1000005.6541,Tisch 17,119,S1000005.74104,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,4.957983,0.942017,Normalverkauf
S1000005.74105,SP1000005.13.74105,SY1000005.2026.74105,iPad1(1000005),5,01.06.26 18:37,Prod,A1000005.6542,Tisch 22,119,S1000005.74105,SALE,2,11.9,23.8,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,22.242991,1.557009,Normalverkauf
S1000005.74106,SP1000005.13.74106,SY1000005.2026.74106,iPad1(1000005),5,01.06.26 18:37,Prod,A1000005.6542,Tisch 22,119,S1000005.74106,SALE,2,3.2,6.4,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,5.378151,1.021849,Normalverkauf
S1000005.74107,SP1000005.13.74107,SY1000005.2026.74107,iPad1(1000005),5,01.06.26 20:05,Prod,A1000005.6543,Tisch 8,106,S1000005.74107,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,124,Cola Zero,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000005.74108,SP1000005.13.74108,SY1000005.2026.74108,iPad1(1000005),5,01.06.26 20:05,Prod,A1000005.6543,Tisch 8,106,S1000005.74108,SALE,2,4.2,8.4,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,7.058824,1.341176,Normalverkauf
S1000005.74109,SP1000005.13.74109,SY1000005.2026.74109,iPad1(1000005),5,01.06.26 20:46,Prod,A1000005.6544,Tisch 19,119,S1000005.74109,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,127,Alkoholfreies Bier,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000005.74110,SP1000005.13.74110,SY1000005.2026.74110,iPad1(1000005),5,01.06.26 10:25,Prod,A1000005.6545,Tisch 12,119,S1000005.74110,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000005.74111,SP1000005.13.74111,SY1000005.2026.74111,iPad1(1000005),5,01.06.26 12:10,Prod,A1000005.6546,Tisch 18,113,S1000005.74111,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,124,Cola Zero,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000005.74112,SP1000005.13.74112,SY1000005.2026.74112,iPad1(1000005),5,01.06.26 18:05,Prod,A1000005.6547,Tisch 8,106,S1000005.74112,VOID,1,11.9,11.9,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,11.121495,0.778505,Normalverkauf
S1000005.74113,SP1000005.13.74113,SY1000005.2026.74113,iPad1(1000005),5,01.06.26 18:05,Prod,A1000005.6547,Tisch 8,106,S1000005.74113,VOID,1,9.8,9.8,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000005.74114,SP1000005.13.74114,SY1000005.2026.74114,iPad1(1000005),5,01.06.26 19:04,Prod,A1000005.6548,Tisch 14,110,S1000005.74114,SALE,2,7.9,15.8,0.0,0.0,0.0,0.0,115,Tiramisu,Desserts,,MwSt. 7%,1.07,14.766355,1.033645,Normalverkauf
S1000005.74115,SP1000005.13.74115,SY1000005.2026.74115,iPad1(1000005),5,01.06.26 12:39,Prod,A1000005.6549,Tisch 10,116,S1000005.74115,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000005.74116,SP1000005.13.74116,SY1000005.2026.74116,iPad1(1000005),5,01.06.26 12:39,Prod,A1000005.6549,Tisch 10,116,S1000005.74116,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,117,Rote Grütze,Desserts,,MwSt. 7%,1.07,11.028037,0.771963,Normalverkauf
S1000005.74117,SP1000005.13.74117,SY1000005.2026.74117,iPad1(1000005),5,01.06.26 12:39,Prod,A1000005.6549,Tisch 10,116,S1000005.74117,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,113,Garnelen Box,Beilagen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000005.74118,SP1000005.13.74118,SY1000005.2026.74118,iPad1(1000005),5,01.06.26 08:58,Prod,A1000005.6550,Tisch 15,112,S1000005.74118,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000005.74119,SP1000005.13.74119,SY1000005.2026.74119,iPad1(1000005),5,01.06.26 12:39,Prod,A1000005.6551,Tisch 21,115,S1000005.74119,SALE,1,6.5,6.5,0.0,0.0,0.0,0.0,118,Schokokuchen,Desserts,,MwSt. 7%,1.07,6.074766,0.425234,Normalverkauf
S1000005.74120,SP1000005.13.74120,SY1000005.2026.74120,iPad1(1000005),5,01.06.26 12:39,Prod,A1000005.6551,Tisch 21,115,S1000005.74120,SALE,1,11.9,11.9,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,11.121495,0.778505,Normalverkauf
S1000005.74121,SP1000005.13.74121,SY1000005.2026.74121,iPad1(1000005),5,01.06.26 12:40,Prod,A1000005.6552,Tisch 18,106,S1000005.74121,SALE,2,11.5,23.0,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,21.495327,1.504673,Normalverkauf
S1000005.74122,SP1000005.13.74122,SY1000005.2026.74122,iPad1(1000005),5,01.06.26 12:40,Prod,A1000005.6552,Tisch 18,106,S1000005.74122,SALE,1,2.8,2.8,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,2.352941,0.447059,Normalverkauf
S1000005.74123,SP1000005.13.74123,SY1000005.2026.74123,iPad1(1000005),5,01.06.26 12:40,Prod,A1000005.6552,Tisch 18,106,S1000005.74123,SALE,2,7.9,15.8,0.0,0.0,0.0,0.0,115,Tiramisu,Desserts,,MwSt. 7%,1.07,14.766355,1.033645,Normalverkauf
S1000005.74124,SP1000005.13.74124,SY1000005.2026.74124,iPad1(1000005),5,01.06.26 11:05,Prod,A1000005.6553,Tisch 15,110,S1000005.74124,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000005.74125,SP1000005.13.74125,SY1000005.2026.74125,iPad1(1000005),5,01.06.26 09:01,Prod,A1000005.6554,Tisch 15,119,S1000005.74125,SALE,1,7.9,7.9,0.0,0.0,0.0,0.0,106,Neptun-Ringe,Beilagen,,MwSt. 7%,1.07,7.383178,0.516822,Normalverkauf
S1000005.74126,SP1000005.13.74126,SY1000005.2026.74126,iPad1(1000005),5,01.06.26 09:01,Prod,A1000005.6554,Tisch 15,119,S1000005.74126,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000005.74127,SP1000005.13.74127,SY1000005.2026.74127,iPad1(1000005),5,01.06.26 09:01,Prod,A1000005.6554,Tisch 15,119,S1000005.74127,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000005.74128,SP1000005.13.74128,SY1000005.2026.74128,iPad1(1000005),5,01.06.26 19:30,Prod,A1000005.6555,Tisch 12,106,S1000005.74128,VOID,2,5.5,11.0,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000005.74129,SP1000005.13.74129,SY1000005.2026.74129,iPad1(1000005),5,01.06.26 16:47,Prod,A1000005.6556,Tisch 18,119,S1000005.74129,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,117,Rote Grütze,Desserts,,MwSt. 7%,1.07,11.028037,0.771963,Normalverkauf
S1000005.74130,SP1000005.13.74130,SY1000005.2026.74130,iPad1(1000005),5,01.06.26 12:28,Prod,A1000005.6557,Tisch 9,115,S1000005.74130,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,116,Vanillequark,Desserts,,MwSt. 7%,1.07,11.028037,0.771963,Normalverkauf
S1000005.74131,SP1000005.13.74131,SY1000005.2026.74131,iPad1(1000005),5,01.06.26 12:28,Prod,A1000005.6557,Tisch 9,115,S1000005.74131,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
