Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000167.71107,SP1000167.39.71107,SY1000167.2026.71107,iPad1(1000167),167,01.06.26 11:43,Prod,A1000167.6854,,108,S1000167.71107,VOID,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000167.71108,SP1000167.39.71108,SY1000167.2026.71108,iPad1(1000167),167,01.06.26 11:43,Prod,A1000167.6854,,108,S1000167.71108,VOID,2,9.8,19.6,0.0,0.0,0.0,0.0,108,Seelachs-Ei-Baugette,Hauptgerichte,,MwSt. 7%,1.07,18.317757,1.282243,Normalverkauf
S1000167.71109,SP1000167.39.71109,SY1000167.2026.71109,iPad1(1000167),167,01.06.26 13:36,Prod,A1000167.6855,Tisch 19,102,S1000167.71109,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,123,Inger-Limonade,Getränke,,MwSt. 19%,1.19,9.915966,1.884034,Normalverkauf
S1000167.71110,SP1000167.39.71110,SY1000167.2026.71110,iPad1(1000167),167,01.06.26 08:45,Prod,A1000167.6856,Tisch 24,117,S1000167.71110,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,109,Bismarck-Baguette,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000167.71111,SP1000167.39.71111,SY1000167.2026.71111,iPad1(1000167),167,01.06.26 20:48,Prod,A1000167.6857,Tisch 23,113,S1000167.71111,SALE,1,5.9,5.9,0.0,0.0,0.0,0.0,125,Zitronen-Limonade,Getränke,,MwSt. 19%,1.19,4.957983,0.942017,Normalverkauf
S1000167.71112,SP1000167.39.71112,SY1000167.2026.71112,iPad1(1000167),167,01.06.26 20:48,Prod,A1000167.6857,Tisch 23,113,S1000167.71112,SALE,2,14.5,29.0,0.0,0.0,0.0,0.0,101,Lachs,Hauptspeisen,,MwSt. 7%,1.07,27.102804,1.897196,Normalverkauf
S1000167.71113,SP1000167.39.71113,SY1000167.2026.71113,iPad1(1000167),167,01.06.26 18:54,Prod,A1000167.6858,Tisch 7,103,S1000167.71113,SALE,2,4.2,8.4,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,7.058824,1.341176,Normalverkauf
S1000167.71114,SP1000167.39.71114,SY1000167.2026.71114,iPad1(1000167),167,01.06.26 18:54,Prod,A1000167.6858,Tisch 7,103,S1000167.71114,SALE,2,6.5,13.0,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
S1000167.71115,SP1000167.39.71115,SY1000167.2026.71115,iPad1(1000167),167,01.06.26 18:54,Prod,A1000167.6858,Tisch 7,103,S1000167.71115,SALE,2,6.5,13.0,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
S1000167.71116,SP1000167.39.71116,SY1000167.2026.71116,iPad1(1000167),167,01.06.26 17:10,Prod,A1000167.6859,Tisch 15,117,S1000167.71116,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,2.689076,0.510924,Normalverkauf
S1000167.71117,SP1000167.39.71117,SY1000167.2026.71117,iPad1(1000167),167,01.06.26 17:10,Prod,A1000167.6859,Tisch 15,117,S1000167.71117,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
S1000167.71118,SP1000167.39.71118,SY1000167.2026.71118,iPad1(1000167),167,01.06.26 19:49,Prod,A1000167.6860,Tisch 10,102,S1000167.71118,VOID,2,3.9,7.8,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
