Identifikator,Perioden Id,Jahres Id,Geräte_Name,Standort,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1000021.47678,SP1000021.26.47678,SY1000021.2026.47678,iPad1(1000021),21,01.06.26 17:15,Prod,A1000021.6356,Tisch 21,110,S1000021.47678,SALE,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000021.47679,SP1000021.26.47679,SY1000021.2026.47679,iPad1(1000021),21,01.06.26 17:15,Prod,A1000021.6356,Tisch 21,110,S1000021.47679,SALE,2,3.2,6.4,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,5.378151,1.021849,Normalverkauf
S1000021.47680,SP1000021.26.47680,SY1000021.2026.47680,iPad1(1000021),21,01.06.26 17:15,Prod,A1000021.6356,Tisch 21,110,S1000021.47680,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000021.47681,SP1000021.26.47681,SY1000021.2026.47681,iPad1(1000021),21,01.06.26 17:06,Prod,A1000021.6357,Tisch 22,110,S1000021.47681,SALE,1,13.5,13.5,0.0,0.0,0.0,0.0,102,Matjes,Hauptspeisen,,MwSt. 7%,1.07,12.616822,0.883178,Normalverkauf
S1000021.47682,SP1000021.26.47682,SY1000021.2026.47682,iPad1(1000021),21,01.06.26 17:06,Prod,A1000021.6357,Tisch 22,110,S1000021.47682,SALE,2,4.9,9.8,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000021.47683,SP1000021.26.47683,SY1000021.2026.47683,iPad1(1000021),21,01.06.26 10:40,Prod,A1000021.6358,Tisch 7,105,S1000021.47683,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000021.47684,SP1000021.26.47684,SY1000021.2026.47684,iPad1(1000021),21,01.06.26 12:13,Prod,A1000021.6359,Tisch 24,105,S1000021.47684,SALE,2,7.9,15.8,0.0,0.0,0.0,0.0,106,Neptun-Ringe,Beilagen,,MwSt. 7%,1.07,14.766355,1.033645,Normalverkauf
S1000021.47685,SP1000021.26.47685,SY1000021.2026.47685,iPad1(1000021),21,01.06.26 18:53,Prod,A1000021.6360,Tisch 8,106,S1000021.47685,SALE,1,6.9,6.9,0.0,0.0,0.0,0.0,113,Garnelen Box,Beilagen,,MwSt. 7%,1.07,6.448598,0.451402,Normalverkauf
S1000021.47686,SP1000021.26.47686,SY1000021.2026.47686,iPad1(1000021),21,01.06.26 18:53,Prod,A1000021.6360,Tisch 8,106,S1000021.47686,SALE,2,10.9,21.8,0.0,0.0,0.0,0.0,107,Chicken Burger,Hauptgerichte,,MwSt. 7%,1.07,20.373832,1.426168,Normalverkauf
S1000021.47687,SP1000021.26.47687,SY1000021.2026.47687,iPad1(1000021),21,01.06.26 18:53,Prod,A1000021.6360,Tisch 8,106,S1000021.47687,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000021.47688,SP1000021.26.47688,SY1000021.2026.47688,iPad1(1000021),21,01.06.26 11:51,Prod,A1000021.6361,Tisch 23,119,S1000021.47688,VOID,2,6.9,13.8,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000021.47689,SP1000021.26.47689,SY1000021.2026.47689,iPad1(1000021),21,01.06.26 11:51,Prod,A1000021.6361,Tisch 23,119,S1000021.47689,VOID,2,11.5,23.0,0.0,0.0,0.0,0.0,105,Garnelen-Kimchi-Bruger,Hauptgerichte,,MwSt. 7%,1.07,21.495327,1.504673,Normalverkauf
S1000021.47690,SP1000021.26.47690,SY1000021.2026.47690,iPad1(1000021),21,01.06.26 11:51,Prod,A1000021.6361,Tisch 23,119,S1000021.47690,VOID,2,5.5,11.0,0.0,0.0,0.0,0.0,114,Fisch Nuggets Box,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000021.47691,SP1000021.26.47691,SY1000021.2026.47691,iPad1(1000021),21,01.06.26 10:47,Prod,A1000021.6362,Tisch 12,106,S1000021.47691,SALE,1,11.9,11.9,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,11.121495,0.778505,Normalverkauf
S1000021.47692,SP1000021.26.47692,SY1000021.2026.47692,iPad1(1000021),21,01.06.26 19:25,Prod,A1000021.6363,Tisch 21,109,S1000021.47692,SALE,2,4.9,9.8,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,9.158879,0.641121,Normalverkauf
S1000021.47693,SP1000021.26.47693,SY1000021.2026.47693,iPad1(1000021),21,01.06.26 19:25,Prod,A1000021.6363,Tisch 21,109,S1000021.47693,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,126,Spezi,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000021.47694,SP1000021.26.47694,SY1000021.2026.47694,iPad1(1000021),21,01.06.26 16:55,Prod,A1000021.6364,Tisch 13,105,S1000021.47694,SALE,2,2.8,5.6,0.0,0.0,0.0,0.0,121,Mineralwasser,Getränke,,MwSt. 19%,1.19,4.705882,0.894118,Normalverkauf
S1000021.47695,SP1000021.26.47695,SY1000021.2026.47695,iPad1(1000021),21,01.06.26 16:55,Prod,A1000021.6364,Tisch 13,105,S1000021.47695,SALE,2,5.5,11.0,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,10.280374,0.719626,Normalverkauf
S1000021.47696,SP1000021.26.47696,SY1000021.2026.47696,iPad1(1000021),21,01.06.26 12:47,Prod,A1000021.6365,Tisch 11,101,S1000021.47696,SALE,1,6.9,6.9,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,6.448598,0.451402,Normalverkauf
S1000021.47697,SP1000021.26.47697,SY1000021.2026.47697,iPad1(1000021),21,01.06.26 12:47,Prod,A1000021.6365,Tisch 11,101,S1000021.47697,SALE,1,11.9,11.9,0.0,0.0,0.0,0.0,110,Matjes-Baguette,Hauptgerichte,,MwSt. 7%,1.07,11.121495,0.778505,Normalverkauf
S1000021.47698,SP1000021.26.47698,SY1000021.2026.47698,iPad1(1000021),21,01.06.26 09:49,Prod,A1000021.6366,Tisch 18,104,S1000021.47698,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,127,Alkoholfreies Bier,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000021.47699,SP1000021.26.47699,SY1000021.2026.47699,iPad1(1000021),21,01.06.26 09:49,Prod,A1000021.6366,Tisch 18,104,S1000021.47699,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,127,Alkoholfreies Bier,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000021.47700,SP1000021.26.47700,SY1000021.2026.47700,iPad1(1000021),21,01.06.26 09:49,Prod,A1000021.6366,Tisch 18,104,S1000021.47700,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,3.277311,0.622689,Normalverkauf
S1000021.47701,SP1000021.26.47701,SY1000021.2026.47701,iPad1(1000021),21,01.06.26 11:43,Prod,A1000021.6367,Tisch 21,109,S1000021.47701,SALE,1,4.9,4.9,0.0,0.0,0.0,0.0,112,Kartoffelwedges,Beilagen,,MwSt. 7%,1.07,4.579439,0.320561,Normalverkauf
S1000021.47702,SP1000021.26.47702,SY1000021.2026.47702,iPad1(1000021),21,01.06.26 11:43,Prod,A1000021.6367,Tisch 21,109,S1000021.47702,SALE,2,6.5,13.0,0.0,0.0,0.0,0.0,100,Fischbrötchen Backfisch,Hauptspeisen,,MwSt. 7%,1.07,12.149533,0.850467,Normalverkauf
S1000021.47703,SP1000021.26.47703,SY1000021.2026.47703,iPad1(1000021),21,01.06.26 11:43,Prod,A1000021.6367,Tisch 21,109,S1000021.47703,SALE,2,3.2,6.4,0.0,0.0,0.0,0.0,120,Apfelschorle,Getränke,,MwSt. 19%,1.19,5.378151,1.021849,Normalverkauf
S1000021.47704,SP1000021.26.47704,SY1000021.2026.47704,iPad1(1000021),21,01.06.26 15:12,Prod,A1000021.6368,Tisch 8,106,S1000021.47704,SALE,2,5.9,11.8,0.0,0.0,0.0,0.0,117,Rote Grütze,Desserts,,MwSt. 7%,1.07,11.028037,0.771963,Normalverkauf
S1000021.47705,SP1000021.26.47705,SY1000021.2026.47705,iPad1(1000021),21,01.06.26 15:12,Prod,A1000021.6368,Tisch 8,106,S1000021.47705,SALE,1,5.5,5.5,0.0,0.0,0.0,0.0,111,Pommes Frites,Beilagen,,MwSt. 7%,1.07,5.140187,0.359813,Normalverkauf
S1000021.47706,SP1000021.26.47706,SY1000021.2026.47706,iPad1(1000021),21,01.06.26 15:12,Prod,A1000021.6368,Tisch 8,106,S1000021.47706,SALE,2,3.9,7.8,0.0,0.0,0.0,0.0,119,Cola,Getränke,,MwSt. 19%,1.19,6.554622,1.245378,Normalverkauf
S1000021.47707,SP1000021.26.47707,SY1000021.2026.47707,iPad1(1000021),21,01.06.26 12:31,Prod,A1000021.6369,Tisch 13,109,S1000021.47707,SALE,2,6.9,13.8,0.0,0.0,0.0,0.0,103,Fischbrötchen Räucherlachs,Hauptspeisen,,MwSt. 7%,1.07,12.897196,0.902804,Normalverkauf
S1000021.47708,SP1000021.26.47708,SY1000021.2026.47708,iPad1(1000021),21,01.06.26 12:31,Prod,A1000021.6369,Tisch 13,109,S1000021.47708,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,122,Bier,Getränke,,MwSt. 19%,1.19,3.529412,0.670588,Normalverkauf
S1000021.47709,SP1000021.26.47709,SY1000021.2026.47709,iPad1(1000021),21,01.06.26 10:37,Prod,A1000021.6370,Tisch 19,106,S1000021.47709,VOID,2,13.5,27.0,0.0,0.0,0.0,0.0,102,Matjes,Hauptspeisen,,MwSt. 7%,1.07,25.233645,1.766355,Normalverkauf
S1000021.47710,SP1000021.26.47710,SY1000021.2026.47710,iPad1(1000021),21,01.06.26 10:37,Prod,A1000021.6370,Tisch 19,106,S1000021.47710,VOID,2,7.9,15.8,0.0,0.0,0.0,0.0,106,Neptun-Ringe,Beilagen,,MwSt. 7%,1.07,14.766355,1.033645,Normalverkauf
S1000021.47711,SP1000021.26.47711,SY1000021.2026.47711,iPad1(1000021),21,01.06.26 10:37,Prod,A1000021.6370,Tisch 19,106,S1000021.47711,VOID,1,10.9,10.9,0.0,0.0,0.0,0.0,104,Thunfisch Wrap,Hauptgerichte,,MwSt. 7%,1.07,10.186916,0.713084,Normalverkauf
